method,scenario,horizon,baseline_eal_rate,future_eal_rate_limit,cells_exceeding_limit,share_exceeding_limit
soft_log_t3_c10,ssp2-4.5,2100,0.05,0.5,0,0.0
soft_log_t3_c10,ssp2-4.5,2100,0.05,1.0,0,0.0
soft_log_t3_c10,ssp2-4.5,2100,0.1,0.1,5029,0.4202038770053476
soft_log_t3_c10,ssp2-4.5,2100,0.1,0.5,19,0.0015875668449197862
soft_log_t3_c10,ssp2-4.5,2100,0.1,1.0,0,0.0
soft_log_t3_c10,ssp5-8.5,2100,0.001,0.1,0,0.0
soft_log_t3_c10,ssp5-8.5,2100,0.001,0.5,0,0.0
soft_log_t3_c10,ssp5-8.5,2100,0.001,1.0,0,0.0
soft_log_t3_c10,ssp5-8.5,2100,0.005,0.1,0,0.0
soft_log_t3_c10,ssp5-8.5,2100,0.005,0.5,0,0.0
soft_log_t3_c10,ssp5-8.5,2100,0.005,1.0,0,0.0
soft_log_t3_c10,ssp5-8.5,2100,0.01,0.1,0,0.0
soft_log_t3_c10,ssp5-8.5,2100,0.01,0.5,0,0.0
soft_log_t3_c10,ssp5-8.5,2100,0.01,1.0,0,0.0
soft_log_t3_c10,ssp5-8.5,2100,0.02,0.1,14,0.0011697860962566844
soft_log_t3_c10,ssp5-8.5,2100,0.02,0.5,0,0.0
soft_log_t3_c10,ssp5-8.5,2100,0.02,1.0,0,0.0
soft_log_t3_c10,ssp5-8.5,2100,0.05,0.1,89,0.007436497326203209
soft_log_t3_c10,ssp5-8.5,2100,0.05,0.5,0,0.0
soft_log_t3_c10,ssp5-8.5,2100,0.05,1.0,0,0.0
soft_log_t3_c10,ssp5-8.5,2100,0.1,0.1,6557,0.5478776737967914
soft_log_t3_c10,ssp5-8.5,2100,0.1,0.5,14,0.0011697860962566844
soft_log_t3_c10,ssp5-8.5,2100,0.1,1.0,0,0.0
soft_log_t5_c10,ssp2-4.5,2100,0.001,0.1,0,0.0
soft_log_t5_c10,ssp2-4.5,2100,0.001,0.5,0,0.0
soft_log_t5_c10,ssp2-4.5,2100,0.001,1.0,0,0.0
soft_log_t5_c10,ssp2-4.5,2100,0.005,0.1,0,0.0
soft_log_t5_c10,ssp2-4.5,2100,0.005,0.5,0,0.0
soft_log_t5_c10,ssp2-4.5,2100,0.005,1.0,0,0.0
soft_log_t5_c10,ssp2-4.5,2100,0.01,0.1,0,0.0
soft_log_t5_c10,ssp2-4.5,2100,0.01,0.5,0,0.0
soft_log_t5_c10,ssp2-4.5,2100,0.01,1.0,0,0.0
soft_log_t5_c10,ssp2-4.5,2100,0.02,0.1,19,0.0015875668449197862
soft_log_t5_c10,ssp2-4.5,2100,0.02,0.5,0,0.0
soft_log_t5_c10,ssp2-4.5,2100,0.02,1.0,0,0.0
soft_log_t5_c10,ssp2-4.5,2100,0.05,0.1,43,0.003592914438502674
soft_log_t5_c10,ssp2-4.5,2100,0.05,0.5,0,0.0
soft_log_t5_c10,ssp2-4.5,2100,0.05,1.0,0,0.0
soft_log_t5_c10,ssp2-4.5,2100,0.1,0.1,5029,0.4202038770053476
soft_log_t5_c10,ssp2-4.5,2100,0.1,0.5,19,0.0015875668449197862
soft_log_t5_c10,ssp2-4.5,2100,0.1,1.0,0,0.0
soft_log_t5_c10,ssp5-8.5,2100,0.001,0.1,0,0.0
soft_log_t5_c10,ssp5-8.5,2100,0.001,0.5,0,0.0
soft_log_t5_c10,ssp5-8.5,2100,0.001,1.0,0,0.0
soft_log_t5_c10,ssp5-8.5,2100,0.005,0.1,0,0.0
soft_log_t5_c10,ssp5-8.5,2100,0.005,0.5,0,0.0
soft_log_t5_c10,ssp5-8.5,2100,0.005,1.0,0,0.0
soft_log_t5_c10,ssp5-8.5,2100,0.01,0.1,0,0.0
soft_log_t5_c10,ssp5-8.5,2100,0.01,0.5,0,0.0
soft_log_t5_c10,ssp5-8.5,2100,0.01,1.0,0,0.0
soft_log_t5_c10,ssp5-8.5,2100,0.02,0.1,14,0.0011697860962566844
soft_log_t5_c10,ssp5-8.5,2100,0.02,0.5,0,0.0
soft_log_t5_c10,ssp5-8.5,2100,0.02,1.0,0,0.0
soft_log_t5_c10,ssp5-8.5,2100,0.05,0.1,89,0.007436497326203209
soft_log_t5_c10,ssp5-8.5,2100,0.05,0.5,0,0.0
soft_log_t5_c10,ssp5-8.5,2100,0.05,1.0,0,0.0
soft_log_t5_c10,ssp5-8.5,2100,0.1,0.1,6557,0.5478776737967914
soft_log_t5_c10,ssp5-8.5,2100,0.1,0.5,14,0.0011697860962566844
soft_log_t5_c10,ssp5-8.5,2100,0.1,1.0,0,0.0
soft_log_arctan_t3_c5,ssp2-4.5,2100,0.001,0.1,0,0.0
soft_log_arctan_t3_c5,ssp2-4.5,2100,0.001,0.5,0,0.0
soft_log_arctan_t3_c5,ssp2-4.5,2100,0.001,1.0,0,0.0
soft_log_arctan_t3_c5,ssp2-4.5,2100,0.005,0.1,0,0.0
soft_log_arctan_t3_c5,ssp2-4.5,2100,0.005,0.5,0,0.0
soft_log_arctan_t3_c5,ssp2-4.5,2100,0.005,1.0,0,0.0
soft_log_arctan_t3_c5,ssp2-4.5,2100,0.01,0.1,0,0.0
soft_log_arctan_t3_c5,ssp2-4.5,2100,0.01,0.5,0,0.0
soft_log_arctan_t3_c5,ssp2-4.5,2100,0.01,1.0,0,0.0
soft_log_arctan_t3_c5,ssp2-4.5,2100,0.02,0.1,0,0.0
soft_log_arctan_t3_c5,ssp2-4.5,2100,0.02,0.5,0,0.0
soft_log_arctan_t3_c5,ssp2-4.5,2100,0.02,1.0,0,0.0
soft_log_arctan_t3_c5,ssp2-4.5,2100,0.05,0.1,43,0.003592914438502674
soft_log_arctan_t3_c5,ssp2-4.5,2100,0.05,0.5,0,0.0
soft_log_arctan_t3_c5,ssp2-4.5,2100,0.05,1.0,0,0.0
soft_log_arctan_t3_c5,ssp2-4.5,2100,0.1,0.1,5029,0.4202038770053476
soft_log_arctan_t3_c5,ssp2-4.5,2100,0.1,0.5,0,0.0
soft_log_arctan_t3_c5,ssp2-4.5,2100,0.1,1.0,0,0.0
soft_log_arctan_t3_c5,ssp5-8.5,2100,0.001,0.1,0,0.0
soft_log_arctan_t3_c5,ssp5-8.5,2100,0.001,0.5,0,0.0
soft_log_arctan_t3_c5,ssp5-8.5,2100,0.001,1.0,0,0.0
soft_log_arctan_t3_c5,ssp5-8.5,2100,0.005,0.1,0,0.0
soft_log_arctan_t3_c5,ssp5-8.5,2100,0.005,0.5,0,0.0
soft_log_arctan_t3_c5,ssp5-8.5,2100,0.005,1.0,0,0.0
soft_log_arctan_t3_c5,ssp5-8.5,2100,0.01,0.1,0,0.0
soft_log_arctan_t3_c5,ssp5-8.5,2100,0.01,0.5,0,0.0
soft_log_arctan_t3_c5,ssp5-8.5,2100,0.01,1.0,0,0.0
soft_log_arctan_t3_c5,ssp5-8.5,2100,0.02,0.1,0,0.0
soft_log_arctan_t3_c5,ssp5-8.5,2100,0.02,0.5,0,0.0
soft_log_arctan_t3_c5,ssp5-8.5,2100,0.02,1.0,0,0.0
soft_log_arctan_t3_c5,ssp5-8.5,2100,0.05,0.1,89,0.007436497326203209
soft_log_arctan_t3_c5,ssp5-8.5,2100,0.05,0.5,0,0.0
soft_log_arctan_t3_c5,ssp5-8.5,2100,0.05,1.0,0,0.0
soft_log_arctan_t3_c5,ssp5-8.5,2100,0.1,0.1,6557,0.5478776737967914
soft_log_arctan_t3_c5,ssp5-8.5,2100,0.1,0.5,0,0.0
soft_log_arctan_t3_c5,ssp5-8.5,2100,0.1,1.0,0,0.0
spatial_ratio_3x3,ssp2-4.5,2100,0.001,0.1,0,0.0
spatial_ratio_3x3,ssp2-4.5,2100,0.001,0.5,0,0.0
spatial_ratio_3x3,ssp2-4.5,2100,0.001,1.0,0,0.0
spatial_ratio_3x3,ssp2-4.5,2100,0.005,0.1,0,0.0
spatial_ratio_3x3,ssp2-4.5,2100,0.005,0.5,0,0.0
spatial_ratio_3x3,ssp2-4.5,2100,0.005,1.0,0,0.0
spatial_ratio_3x3,ssp2-4.5,2100,0.01,0.1,0,0.0
spatial_ratio_3x3,ssp2-4.5,2100,0.01,0.5,0,0.0
spatial_ratio_3x3,ssp2-4.5,2100,0.01,1.0,0,0.0
spatial_ratio_3x3,ssp2-4.5,2100,0.02,0.1,2,0.00016711229946524063
spatial_ratio_3x3,ssp2-4.5,2100,0.02,0.5,0,0.0
spatial_ratio_3x3,ssp2-4.5,2100,0.02,1.0,0,0.0
spatial_ratio_3x3,ssp2-4.5,2100,0.05,0.1,10,0.0008355614973262032
spatial_ratio_3x3,ssp2-4.5,2100,0.05,0.5,0,0.0
spatial_ratio_3x3,ssp2-4.5,2100,0.05,1.0,0,0.0
spatial_ratio_3x3,ssp2-4.5,2100,0.1,0.1,5150,0.43031417112299464
spatial_ratio_3x3,ssp2-4.5,2100,0.1,0.5,2,0.00016711229946524063
spatial_ratio_3x3,ssp2-4.5,2100,0.1,1.0,0,0.0
spatial_ratio_3x3,ssp5-8.5,2100,0.001,0.1,0,0.0
spatial_ratio_3x3,ssp5-8.5,2100,0.001,0.5,0,0.0
spatial_ratio_3x3,ssp5-8.5,2100,0.001,1.0,0,0.0
spatial_ratio_3x3,ssp5-8.5,2100,0.005,0.1,1,8.355614973262032e-05
spatial_ratio_3x3,ssp5-8.5,2100,0.005,0.5,0,0.0
spatial_ratio_3x3,ssp5-8.5,2100,0.005,1.0,0,0.0
spatial_ratio_3x3,ssp5-8.5,2100,0.01,0.1,1,8.355614973262032e-05
spatial_ratio_3x3,ssp5-8.5,2100,0.01,0.5,1,8.355614973262032e-05
spatial_ratio_3x3,ssp5-8.5,2100,0.01,1.0,0,0.0
spatial_ratio_3x3,ssp5-8.5,2100,0.02,0.1,2,0.00016711229946524063
spatial_ratio_3x3,ssp5-8.5,2100,0.02,0.5,1,8.355614973262032e-05
spatial_ratio_3x3,ssp5-8.5,2100,0.02,1.0,1,8.355614973262032e-05
spatial_ratio_3x3,ssp5-8.5,2100,0.05,0.1,40,0.0033422459893048127
spatial_ratio_3x3,ssp5-8.5,2100,0.05,0.5,1,8.355614973262032e-05
spatial_ratio_3x3,ssp5-8.5,2100,0.05,1.0,1,8.355614973262032e-05
spatial_ratio_3x3,ssp5-8.5,2100,0.1,0.1,6782,0.566677807486631
spatial_ratio_3x3,ssp5-8.5,2100,0.1,0.5,2,0.00016711229946524063
spatial_ratio_3x3,ssp5-8.5,2100,0.1,1.0,1,8.355614973262032e-05
spatial_outlier_replace,ssp2-4.5,2100,0.001,0.1,0,0.0
spatial_outlier_replace,ssp2-4.5,2100,0.001,0.5,0,0.0
spatial_outlier_replace,ssp2-4.5,2100,0.001,1.0,0,0.0
spatial_outlier_replace,ssp2-4.5,2100,0.005,0.1,0,0.0
spatial_outlier_replace,ssp2-4.5,2100,0.005,0.5,0,0.0
spatial_outlier_replace,ssp2-4.5,2100,0.005,1.0,0,0.0
spatial_outlier_replace,ssp2-4.5,2100,0.01,0.1,0,0.0
spatial_outlier_replace,ssp2-4.5,2100,0.01,0.5,0,0.0
spatial_outlier_replace,ssp2-4.5,2100,0.01,1.0,0,0.0
spatial_outlier_replace,ssp2-4.5,2100,0.02,0.1,2,0.00016711229946524063
spatial_outlier_replace,ssp2-4.5,2100,0.02,0.5,0,0.0
spatial_outlier_replace,ssp2-4.5,2100,0.02,1.0,0,0.0
spatial_outlier_replace,ssp2-4.5,2100,0.05,0.1,28,0.002339572192513369
spatial_outlier_replace,ssp2-4.5,2100,0.05,0.5,0,0.0
spatial_outlier_replace,ssp2-4.5,2100,0.05,1.0,0,0.0
spatial_outlier_replace,ssp2-4.5,2100,0.1,0.1,5028,0.42012032085561496
spatial_outlier_replace,ssp2-4.5,2100,0.1,0.5,2,0.00016711229946524063
spatial_outlier_replace,ssp2-4.5,2100,0.1,1.0,0,0.0
spatial_outlier_replace,ssp5-8.5,2100,0.001,0.1,0,0.0
spatial_outlier_replace,ssp5-8.5,2100,0.001,0.5,0,0.0
spatial_outlier_replace,ssp5-8.5,2100,0.001,1.0,0,0.0
spatial_outlier_replace,ssp5-8.5,2100,0.005,0.1,0,0.0
spatial_outlier_replace,ssp5-8.5,2100,0.005,0.5,0,0.0
spatial_outlier_replace,ssp5-8.5,2100,0.005,1.0,0,0.0
spatial_outlier_replace,ssp5-8.5,2100,0.01,0.1,0,0.0
spatial_outlier_replace,ssp5-8.5,2100,0.01,0.5,0,0.0
spatial_outlier_replace,ssp5-8.5,2100,0.01,1.0,0,0.0
spatial_outlier_replace,ssp5-8.5,2100,0.02,0.1,2,0.00016711229946524063
spatial_outlier_replace,ssp5-8.5,2100,0.02,0.5,0,0.0
spatial_outlier_replace,ssp5-8.5,2100,0.02,1.0,0,0.0
spatial_outlier_replace,ssp5-8.5,2100,0.05,0.1,77,0.006433823529411764
spatial_outlier_replace,ssp5-8.5,2100,0.05,0.5,0,0.0
spatial_outlier_replace,ssp5-8.5,2100,0.05,1.0,0,0.0
spatial_outlier_replace,ssp5-8.5,2100,0.1,0.1,6557,0.5478776737967914
spatial_outlier_replace,ssp5-8.5,2100,0.1,0.5,2,0.00016711229946524063
spatial_outlier_replace,ssp5-8.5,2100,0.1,1.0,0,0.0
