method,scenario,horizon,minimum,median,p90,p95,p99,p99_5,p99_9,maximum,above_2,above_5,above_10,below_0_5
hard_cap_5,ssp5-8.5,2065,0.2,1.0,1.1493183022359985,1.2,1.9256357373285882,2.0,2.5,5.0,19,0,0,1
hard_cap_5,ssp5-8.5,2070,0.2,1.0001,1.1761420114045913,1.2316195341365446,2.0,2.0,2.5119557377047177,5.0,27,0,0,1
hard_cap_5,ssp5-8.5,2075,0.2,1.0005360016025124,1.2011546488147375,1.2622536669593665,2.0,2.0,2.861064746680244,5.0,32,0,0,1
hard_cap_5,ssp5-8.5,2080,0.2,1.0013268592241675,1.2298884851865601,1.3174603174603174,2.0,2.0,3.3296243119943867,5.0,40,0,0,1
hard_cap_5,ssp5-8.5,2085,0.2,1.0028323999630349,1.251872099250832,1.3418806161745827,2.0,2.0,4.009196721311321,5.0,49,0,0,2
hard_cap_5,ssp5-8.5,2090,0.2,1.0053232680934125,1.2871053109568538,1.4248118252249236,2.0,2.0,4.747987353629914,5.0,58,0,0,2
hard_cap_5,ssp5-8.5,2095,0.2,1.007957144175093,1.32783,1.5,2.0,2.2168994123063404,5.0,5.0,67,0,0,2
hard_cap_5,ssp5-8.5,2100,0.2,1.0124219929652487,1.3501094890510952,1.5,2.0,2.5,5.0,5.0,89,0,0,2
power_0_5,ssp2-4.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
power_0_5,ssp2-4.5,2030,0.9258200997725515,1.0,1.0034461270293609,1.004979919708298,1.0146767669761898,1.0290283391802686,1.1547005383792515,1.414213562373095,0,0,0,0
power_0_5,ssp2-4.5,2035,0.9258200997725515,1.0,1.007091000112889,1.010330381864041,1.0350983390135313,1.0703941990597476,1.414213562373095,1.414213562373095,0,0,0,0
power_0_5,ssp2-4.5,2040,0.9258200997725515,1.0,1.0109292863390702,1.016001016001524,1.0606601717798212,1.118033988749895,1.414213562373095,1.414213562373095,0,0,0,0
power_0_5,ssp2-4.5,2045,0.9258200997725515,1.0,1.0148700884191562,1.021980647783726,1.0873249468600137,1.1547005383792517,1.414213562373095,1.7320508075688774,0,0,0,0
power_0_5,ssp2-4.5,2050,0.7071067811865476,1.0,1.0190493307301363,1.027728470489431,1.118033988749895,1.224744871391589,1.414213562373095,2.0,0,0,0,0
power_0_5,ssp2-4.5,2055,0.6324555320336759,1.0,1.0226274118336676,1.0328455806180705,1.1363363438319634,1.224744871391589,1.414213562373095,2.0,0,0,0,0
power_0_5,ssp2-4.5,2060,0.5477225575051661,1.0,1.02589459948535,1.0371954346390035,1.1547005383792515,1.249937136515591,1.414213562373095,2.23606797749979,2,0,0,0
power_0_5,ssp2-4.5,2065,0.5477225575051661,1.0,1.0288437531085426,1.0411153821505779,1.1800597715238885,1.414213562373095,1.414213562373095,2.581988897471611,3,0,0,0
power_0_5,ssp2-4.5,2070,0.5477225575051661,1.0,1.032142162957034,1.0453679561925127,1.2170320714438363,1.414213562373095,1.4846014342886873,3.1622776601683795,6,0,0,0
power_0_5,ssp2-4.5,2075,0.447213595499958,1.0,1.0352602732026965,1.0500586856308043,1.224744871391589,1.414213562373095,1.8272297239067308,5.477225575051661,10,1,0,1
power_0_5,ssp2-4.5,2080,0.447213595499958,1.0,1.0383412315371996,1.0540925533894598,1.2395981448477111,1.414213562373095,2.0421034376322282,8.717797887081346,13,3,0,1
power_0_5,ssp2-4.5,2085,0.447213595499958,1.0,1.041128590957398,1.057634289265169,1.2966795570162588,1.414213562373095,2.2386991404479155,12.165525060596437,17,3,1,1
power_0_5,ssp2-4.5,2090,0.447213595499958,1.0,1.044465935734187,1.062274487494253,1.3715913007838703,1.414213562373095,2.5590524292212415,15.231546211727816,18,5,1,1
power_0_5,ssp2-4.5,2095,0.447213595499958,1.0,1.0481698406903104,1.0671412991216238,1.414213562373095,1.414213562373095,2.8511302476444556,17.635192088548397,19,5,2,1
power_0_5,ssp2-4.5,2100,0.447213595499958,1.0,1.0516334471902695,1.0709713804557819,1.414213562373095,1.414213562373095,3.0839158606031676,19.49358868961793,21,6,2,1
power_0_5,ssp5-8.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
power_0_5,ssp5-8.5,2030,0.6324555320336759,1.0,1.0069864829004773,1.0110488208318493,1.0216255894712316,1.0377490433255416,1.224744871391589,1.414213562373095,0,0,0,0
power_0_5,ssp5-8.5,2035,0.447213595499958,1.0,1.0150384378451045,1.022595995553143,1.0488088481701514,1.118033988749895,1.414213562373095,1.414213562373095,0,0,0,1
power_0_5,ssp5-8.5,2040,0.316227766016838,1.0,1.0240714355171734,1.0350983390135313,1.1095802420231138,1.1547005383792517,1.414213562373095,1.4908909159382855,0,0,0,1
power_0_5,ssp5-8.5,2045,0.316227766016838,1.0,1.0327955589886444,1.046950743060296,1.1547005383792515,1.2284531238845222,1.414213562373095,1.7320508075688774,0,0,0,1
power_0_5,ssp5-8.5,2050,0.316227766016838,1.0,1.0416941041058678,1.0599574659989546,1.174271471501819,1.414213562373095,1.414213562373095,2.0,0,0,0,1
power_0_5,ssp5-8.5,2055,0.316227766016838,1.0,1.0513149660756935,1.072328329017754,1.224744871391589,1.414213562373095,1.414213562373095,3.1622776601683795,2,0,0,1
power_0_5,ssp5-8.5,2060,0.316227766016838,1.0,1.0608148553792853,1.0841340195730298,1.224744871391589,1.414213562373095,1.4571960075273178,5.477225575051661,5,1,0,1
power_0_5,ssp5-8.5,2065,0.316227766016838,1.0,1.0720626391355421,1.0954451150103321,1.3876167336847902,1.414213562373095,1.5811388300841898,7.52772652709081,5,1,0,1
power_0_5,ssp5-8.5,2070,0.223606797749979,1.0000499987500624,1.0845008120160473,1.1097835527227822,1.414213562373095,1.414213562373095,1.584791700456156,9.486832980505138,7,1,0,1
power_0_5,ssp5-8.5,2075,0.2,1.0002679648850328,1.095972010929494,1.123500630600306,1.414213562373095,1.414213562373095,1.691287467114699,11.105554165971789,11,1,1,1
power_0_5,ssp5-8.5,2080,0.2,1.0006632096662806,1.109003369351835,1.1478067422089475,1.414213562373095,1.414213562373095,1.8245762601121212,12.649110640673515,11,1,1,1
power_0_5,ssp5-8.5,2085,0.17320508075688773,1.0014151984573314,1.118870901679918,1.1583957004030134,1.414213562373095,1.414213562373095,2.002260470283126,14.142135623730947,12,1,1,1
power_0_5,ssp5-8.5,2090,0.17320508075688773,1.002658101220457,1.1345066375692405,1.193654558448013,1.414213562373095,1.414213562373095,2.178982831130141,15.491933384829666,14,2,1,1
power_0_5,ssp5-8.5,2095,0.17320508075688773,1.0039706886580948,1.152315060911999,1.224744871391589,1.414213562373095,1.4889227387684276,2.283687122365874,16.733200530681508,16,3,1,1
power_0_5,ssp5-8.5,2100,0.17320508075688773,1.0061918265733347,1.1619421172639621,1.224744871391589,1.414213562373095,1.5811388300841898,2.3808226945954227,17.98147194568157,17,3,1,1
symmetric_log,ssp2-4.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
symmetric_log,ssp2-4.5,2030,0.8664379941704581,1.0,1.0068804054805298,1.0099351218433505,1.029140210843241,1.0572299874751576,1.2876820724517808,1.6931471805599454,0,0,0,0
symmetric_log,ssp2-4.5,2035,0.8664379941704581,1.0,1.0141319543872664,1.0205547758938367,1.0689928714869514,1.1360538846437325,1.6931471805599454,1.6931471805599454,0,0,0,0
symmetric_log,ssp2-4.5,2040,0.8664379941704581,1.0,1.0217399866364059,1.0317486983145803,1.1177830356563834,1.2231435513142097,1.6931471805599454,1.6931471805599454,0,0,0,0
symmetric_log,ssp2-4.5,2045,0.8664379941704581,1.0,1.0295212249581667,1.0434851119397386,1.1674409826301615,1.287682072451781,1.6931471805599454,2.09861228866811,1,0,0,0
symmetric_log,ssp2-4.5,2050,0.5906161091496412,1.0,1.0377403279828472,1.0547019965010138,1.2231435513142097,1.4054651081081642,1.6931471805599454,2.386294361119891,1,0,0,0
symmetric_log,ssp2-4.5,2055,0.5218414843670345,1.0,1.0447504185212462,1.064635385057584,1.255618327773004,1.4054651081081644,1.6931471805599454,2.386294361119891,3,0,0,0
symmetric_log,ssp2-4.5,2060,0.45372610680005215,1.0,1.0511300238148646,1.0730407460771965,1.2876820724517808,1.4461840313815597,1.6931471805599454,2.6094379124341005,4,0,0,1
symmetric_log,ssp2-4.5,2065,0.45372610680005215,1.0,1.056871203781177,1.0805852425800033,1.3311279851468294,1.6931471805599454,1.6931471805599454,2.8971199848858813,7,0,0,1
symmetric_log,ssp2-4.5,2070,0.45372610680005215,1.0,1.0632728247357763,1.0887378690928504,1.3928303317581545,1.6931471805599454,1.7894351226806395,3.302585092994046,12,0,0,1
symmetric_log,ssp2-4.5,2075,0.383224293337255,1.0,1.0693057335834804,1.0976921069817975,1.4054651081081644,1.6931471805599454,2.2055828797435,4.401197381662156,13,0,0,1
symmetric_log,ssp2-4.5,2080,0.383224293337255,1.0,1.0752489399386533,1.1053605156578263,1.4295712820641335,1.6931471805599454,2.427622569700584,5.330733340286331,17,1,0,1
symmetric_log,ssp2-4.5,2085,0.383224293337255,1.0,1.080610616752993,1.1120692215065286,1.5196110937185028,1.6931471805599454,2.6117503098960864,5.997212273764115,20,2,0,1
symmetric_log,ssp2-4.5,2090,0.383224293337255,1.0,1.08701137698963,1.120824704384908,1.631878685142701,1.6931471805599454,2.8792063944107418,6.44673737166631,23,3,0,1
symmetric_log,ssp2-4.5,2095,0.383224293337255,1.0,1.094091268918371,1.1299667799062054,1.6931471805599454,1.6931471805599454,3.0953409586950436,6.739792912179234,27,3,0,1
symmetric_log,ssp2-4.5,2100,0.383224293337255,1.0,1.100689238725763,1.1371321366990843,1.6931471805599454,1.6931471805599454,3.2522808274450137,6.940171252720432,28,3,0,1
symmetric_log,ssp5-8.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
symmetric_log,ssp5-8.5,2030,0.5218414843670345,1.0,1.0139243810142167,1.0219764570335597,1.0427901207252943,1.074107972153722,1.4054651081081644,1.6931471805599454,0,0,0,0
symmetric_log,ssp5-8.5,2035,0.383224293337255,1.0,1.029852963149681,1.0446889754127078,1.0953101798043248,1.2231435513142097,1.6931471805599454,1.6931471805599454,0,0,0,1
symmetric_log,ssp5-8.5,2040,0.30279310656411385,1.0,1.0475725708291623,1.0689928714869514,1.2079632778762912,1.287682072451781,1.6931471805599454,1.7987477428565568,0,0,0,1
symmetric_log,ssp5-8.5,2045,0.30279310656411385,1.0,1.064538521137571,1.0917637531484994,1.2876820724517808,1.4114657693963244,1.6931471805599454,2.09861228866811,2,0,0,1
symmetric_log,ssp5-8.5,2050,0.30279310656411385,1.0,1.0816966680273814,1.1164575618040344,1.3212903927186175,1.6931471805599454,1.6931471805599454,2.386294361119891,4,0,0,1
symmetric_log,ssp5-8.5,2055,0.30279310656411385,1.0,1.1000834585569825,1.1396645856180536,1.4054651081081644,1.6931471805599454,1.6931471805599454,3.302585092994046,5,0,0,1
symmetric_log,ssp5-8.5,2060,0.30279310656411385,1.0,1.1180746884803987,1.161563059176915,1.4054651081081644,1.6931471805599454,1.7527939207215775,4.401197381662156,9,0,0,1
symmetric_log,ssp5-8.5,2065,0.30279310656411385,1.0,1.1391689859369087,1.1823215567939547,1.655094957351451,1.6931471805599454,1.916290731874155,5.037186148382152,9,1,0,1
symmetric_log,ssp5-8.5,2070,0.25026701779259936,1.0000999950003333,1.1622395999428972,1.2083299973284798,1.6931471805599454,1.6931471805599454,1.9207567224368955,5.499809670330265,12,1,0,1
symmetric_log,ssp5-8.5,2075,0.2370299675817646,1.0005358579504575,1.1832833013917718,1.232898747850077,1.6931471805599454,1.6931471805599454,2.050776632340058,5.814890716970161,15,1,0,1
symmetric_log,ssp5-8.5,2080,0.2370299675817646,1.0013259796353915,1.2069234833875735,1.2757058814050652,1.6931471805599454,1.6931471805599454,2.202538559579726,6.075173815233827,18,1,0,1
symmetric_log,ssp5-8.5,2085,0.22189884669953827,1.0028283957545874,1.2246401029231302,1.294072048933518,1.6931471805599454,1.6931471805599454,2.3885169831268267,6.298317366548036,19,1,0,1
symmetric_log,ssp5-8.5,2090,0.22189884669953827,1.0053091492848505,1.252395751544939,1.3540388816650748,1.6931471805599454,1.6931471805599454,2.5577119260667724,6.480638923341991,22,1,0,1
symmetric_log,ssp5-8.5,2095,0.22189884669953827,1.0079256520728235,1.2835460302162889,1.4054651081081644,1.6931471805599454,1.7961019078837281,2.651544908173086,6.634789603169249,26,1,0,1
symmetric_log,ssp5-8.5,2100,0.22189884669953827,1.0123454708680963,1.3001856844902968,1.4054651081081644,1.6931471805599454,1.916290731874155,2.734836251252908,6.778683782829319,27,1,0,1
baseline_floor_1e-4,ssp2-4.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
baseline_floor_1e-4,ssp2-4.5,2030,0.9663648124191462,1.0,1.0068339187633384,1.0099148719876303,1.0170282978819274,1.0240138118931266,1.0702771085967586,1.2096069868995634,0,0,0,0
baseline_floor_1e-4,ssp2-4.5,2035,0.945666235446313,1.0,1.0122832170644107,1.0183749149948997,1.0339918071718768,1.049267173885591,1.14548956276168,1.4996529886353778,0,0,0,0
baseline_floor_1e-4,ssp2-4.5,2040,0.9290123456790123,1.0,1.0187366656021257,1.0273474652979238,1.0512306630992034,1.080854112506747,1.2259733812389646,1.9115554784419189,0,0,0,0
baseline_floor_1e-4,ssp2-4.5,2045,0.9077932098765432,1.0,1.0245098039215688,1.0360636795256375,1.0683728829541874,1.1100789293849653,1.3073633815759873,2.2640756484774878,2,0,0,0
baseline_floor_1e-4,ssp2-4.5,2050,0.8863811728395061,1.0,1.030349659022252,1.0451356387154536,1.0855558190291745,1.1375240457780293,1.380761208464517,2.5725687516266156,2,0,0,0
baseline_floor_1e-4,ssp2-4.5,2055,0.8661265432098765,1.0,1.0363760471610302,1.0531193582122373,1.1002998358231177,1.165794139363173,1.45786533874905,3.2124740124740128,3,0,0,0
baseline_floor_1e-4,ssp2-4.5,2060,0.847608024691358,1.0,1.0409158685579114,1.0601167733778858,1.1134968926835427,1.1976707274011271,1.5524187735716537,4.401247401247401,4,0,0,0
baseline_floor_1e-4,ssp2-4.5,2065,0.830054012345679,1.0,1.0463702330617444,1.0666644124561233,1.1270646224550998,1.2241023275259764,1.6682226381600351,5.776715176715177,5,1,0,0
baseline_floor_1e-4,ssp2-4.5,2070,0.8130787037037037,1.0,1.0506005987042697,1.0730150644011989,1.1422191112655726,1.263798758502093,1.7792234063275743,7.196257796257796,6,1,0,0
baseline_floor_1e-4,ssp2-4.5,2075,0.7964891975308641,1.0,1.0551883061021967,1.0791226092274606,1.1502661169391797,1.318287706747055,1.8902592802438816,8.607484407484407,9,1,0,0
baseline_floor_1e-4,ssp2-4.5,2080,0.7802854938271604,1.0,1.0600014552510308,1.086257225951036,1.170547927842616,1.3758985769272356,2.148055953017033,9.994178794178794,18,2,0,0
baseline_floor_1e-4,ssp2-4.5,2085,0.7644675925925927,1.0,1.0650102880879637,1.093239969842711,1.1924982695321036,1.4450061998360266,2.5258259735590722,11.353430353430353,25,3,1,0
baseline_floor_1e-4,ssp2-4.5,2090,0.7484567901234568,1.0,1.07,1.1,1.2149178020341331,1.5600699129277353,2.9442823255813235,12.687318087318086,27,3,1,0
baseline_floor_1e-4,ssp2-4.5,2095,0.7328317901234567,1.0,1.0751202855900348,1.1075737488290627,1.2321189424305432,1.6289561595859423,3.3372343523314854,13.998752598752601,34,7,1,0
baseline_floor_1e-4,ssp2-4.5,2100,0.7172067901234567,1.0,1.08,1.1137251101005265,1.2482691321779225,1.6719428358448527,3.6948346113987154,15.290644490644492,37,8,1,0
baseline_floor_1e-4,ssp5-8.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
baseline_floor_1e-4,ssp5-8.5,2030,0.9621903520208606,1.0,1.0116304565652827,1.0199561679220743,1.0304515114936588,1.033282283302428,1.0677664032019578,1.23,0,0,0,0
baseline_floor_1e-4,ssp5-8.5,2035,0.9288522012578617,1.0,1.0237191425023813,1.039438143167529,1.061263810661267,1.067835254438535,1.1562410963111927,1.652790877132813,0,0,0,0
baseline_floor_1e-4,ssp5-8.5,2040,0.8948506289308176,1.0,1.0356229491971158,1.0591433542204025,1.0926416953983742,1.1024335918906378,1.2413977807454137,2.2227557232273,2,0,0,0
baseline_floor_1e-4,ssp5-8.5,2045,0.859866352201258,1.0,1.0476081043054122,1.0791557443339876,1.1235370155985263,1.1386435483283606,1.3307917357372074,2.7226271113778617,3,0,0,0
baseline_floor_1e-4,ssp5-8.5,2050,0.8240959119496856,1.0,1.0593943877885432,1.0987854595129487,1.1535834292605498,1.1732314783748188,1.420857069915867,3.1874303352482207,4,0,0,0
baseline_floor_1e-4,ssp5-8.5,2055,0.7904874213836479,1.0,1.07,1.1181333467801864,1.1826043097590584,1.2055475907921542,1.5177786801453856,4.0994496855345925,4,0,0,0
baseline_floor_1e-4,ssp5-8.5,2060,0.7594339622641509,1.0,1.082663486925343,1.1359877221222447,1.2080443788181914,1.2408202971423368,1.6723438191463433,5.460691823899372,5,1,0,0
baseline_floor_1e-4,ssp5-8.5,2065,0.7299528301886793,1.0,1.1030562585166441,1.154913527677694,1.2290705016723875,1.2838859824774878,1.8733560305344579,6.988207547169812,9,1,0,0
baseline_floor_1e-4,ssp5-8.5,2070,0.7012578616352202,1.0000999550204903,1.1239465872723406,1.1797854683408588,1.2608966624356235,1.3327923593663342,2.016661284141304,8.543632075471699,13,3,0,0
baseline_floor_1e-4,ssp5-8.5,2075,0.6733490566037736,1.0002,1.1496212736131295,1.2046315014962008,1.3158819143204017,1.4031543634812262,2.1548904370473014,10.084119496855346,16,3,1,0
baseline_floor_1e-4,ssp5-8.5,2080,0.6454402515723271,1.0005,1.1793417625277516,1.2284999601638973,1.4032950286187242,1.5138392499999986,2.3289964403656493,11.790000000000001,19,4,2,0
baseline_floor_1e-4,ssp5-8.5,2085,0.6179245283018868,1.001,1.2038372556316834,1.256514307055849,1.4878751606360208,1.6233224493713858,2.505240193154477,16.11,22,5,2,0
baseline_floor_1e-4,ssp5-8.5,2090,0.5902122641509435,1.001,1.2248256347880457,1.2870656031290857,1.5841229999999997,1.7310218076923063,2.6703407430126767,20.34,26,5,2,0
baseline_floor_1e-4,ssp5-8.5,2095,0.5623034591194969,1.001,1.2462904580639287,1.3213424413622603,1.6844596333884143,1.844177587365583,2.7986754750167187,24.079999999999995,29,6,2,0
baseline_floor_1e-4,ssp5-8.5,2100,0.534001572327044,1.0014182446857887,1.268598629642986,1.3564504243441953,1.7781506504424778,1.9555052597410734,2.9478690592992733,27.319999999999997,45,7,3,0
soft_log_t1_5_c5,ssp2-4.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
soft_log_t1_5_c5,ssp2-4.5,2030,0.8571428571428572,1.0,1.0069041298502477,1.0099846390168972,1.0295689417976899,1.0588993296999307,1.3333333333333333,1.9893230338760552,0,0,0,0
soft_log_t1_5_c5,ssp2-4.5,2035,0.8571428571428572,1.0,1.014232282508379,1.0207674808720832,1.0714285714285714,1.1457438528845245,1.989323033876055,1.9893230338760552,0,0,0,0
soft_log_t1_5_c5,ssp2-4.5,2040,0.8571428571428572,1.0,1.021978021978022,1.032258064516129,1.125,1.25,1.989323033876055,1.9893230338760552,0,0,0,0
soft_log_t1_5_c5,ssp2-4.5,2045,0.8571428571428572,1.0,1.0299612966104945,1.0444444444444443,1.1822755667955034,1.3333333333333335,1.989323033876055,2.8038218571183005,3,0,0,0
soft_log_t1_5_c5,ssp2-4.5,2050,0.502683567711761,1.0,1.0384615384615385,1.0562258093246302,1.25,1.4999999999999998,1.989323033876055,3.3693484104138856,4,0,0,0
soft_log_t1_5_c5,ssp2-4.5,2055,0.4116031232897696,1.0,1.0457668235623228,1.0667699936189847,1.2912607768979787,1.5,1.989323033876055,3.3693484104138856,5,0,0,1
soft_log_t1_5_c5,ssp2-4.5,2060,0.3314163025462116,1.0,1.0524597292903837,1.0757743696647812,1.3333333333333333,1.562322017912957,1.989323033876055,3.752430486658293,8,0,0,1
soft_log_t1_5_c5,ssp2-4.5,2065,0.3314163025462116,1.0,1.0585194683104964,1.0839212389538444,1.3925441258397504,1.9893230338760552,1.989323033876055,4.149582468325781,11,0,0,1
soft_log_t1_5_c5,ssp2-4.5,2070,0.3314163025462116,1.0,1.0653174445695806,1.0927941640149887,1.4811670648482522,1.9893230338760552,2.175500598308696,4.529575605863318,14,0,0,1
soft_log_t1_5_c5,ssp2-4.5,2075,0.2664939440065537,1.0,1.0717638332831088,1.102623243695716,1.5,1.9893230338760552,3.0205485861309724,4.918186481059362,19,0,0,1
soft_log_t1_5_c5,ssp2-4.5,2080,0.2664939440065537,1.0,1.078152513519752,1.1111111111111112,1.5366032123767663,1.9893230338760552,3.443973584398363,4.982324160264817,26,0,0,1
soft_log_t1_5_c5,ssp2-4.5,2085,0.2664939440065537,1.0,1.0839487429166619,1.118590291188722,1.6808077639280088,1.9893230338760552,3.7559657323215,4.994145354656305,33,0,0,1
soft_log_t1_5_c5,ssp2-4.5,2090,0.2664939440065537,1.0,1.090909090909091,1.1284270868537412,1.8763491243055481,1.9893230338760552,4.1279548738251295,4.997223855199994,35,0,0,1
soft_log_t1_5_c5,ssp2-4.5,2095,0.2664939440065537,1.0,1.098660015012903,1.138790552614676,1.989323033876055,1.9893230338760552,4.35919470342479,4.998293499321705,41,0,0,1
soft_log_t1_5_c5,ssp2-4.5,2100,0.2664939440065537,1.0,1.1059329072615522,1.146979698892038,1.989323033876055,1.9893230338760552,4.492223469071959,4.998776554036281,43,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
soft_log_t1_5_c5,ssp5-8.5,2030,0.4116031232897696,1.0,1.0140217767476518,1.0222197181083206,1.043718873213944,1.0769230769230769,1.5,1.9893230338760552,0,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2035,0.2664939440065537,1.0,1.0303030303030303,1.0457025701281704,1.0999999999999999,1.25,1.989323033876055,1.9893230338760552,0,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2040,0.22077123488247952,1.0,1.048722305077382,1.0714285714285714,1.2311686694516952,1.3333333333333335,1.989323033876055,2.193134775153594,3,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2045,0.22077123488247952,1.0,1.0666666666666667,1.096105876851441,1.3333333333333333,1.5091638287508964,1.989323033876055,2.8038218571183005,4,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2050,0.22077123488247952,1.0,1.0851266067487912,1.1235098297287043,1.3789210390660696,1.9893230338760552,1.989323033876055,3.3693484104138856,5,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2055,0.22077123488247952,1.0,1.1052631578947367,1.1498880452488207,1.5,1.9893230338760552,1.989323033876055,4.529575605863318,11,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2060,0.22077123488247952,1.0,1.1253281575080591,1.1753465725821493,1.5,1.9893230338760552,2.1035467854871412,4.918186481059362,13,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2065,0.22077123488247952,1.0,1.1493183022359985,1.2,1.9187473945396798,1.9893230338760552,2.429524810228414,4.971274176023175,19,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2070,0.20653322530186954,1.0001,1.1761420114045913,1.2316195341365446,1.989323033876055,1.9893230338760552,2.438694493509097,4.986641835473667,27,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2075,0.2045060048584349,1.0005360016025124,1.2011546488147375,1.2622536669593665,1.989323033876055,1.9893230338760552,2.705543166014799,4.992077372884087,32,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2080,0.2045060048584349,1.0013268592241675,1.2298884851865601,1.3174603174603174,1.989323033876055,1.9893230338760552,3.0142625126353777,4.9948558584922935,38,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2085,0.20279218324740014,1.0028323999630349,1.251872099250832,1.3418806161745827,1.989323033876055,1.9893230338760552,3.373372187775702,4.99644813957076,48,0,0,2
soft_log_t1_5_c5,ssp5-8.5,2090,0.20279218324740014,1.0053232680934125,1.2871053109568538,1.4248118252249236,1.989323033876055,1.9893230338760552,3.6691369853571763,4.997375803136274,58,0,0,2
soft_log_t1_5_c5,ssp5-8.5,2095,0.20279218324740014,1.007957144175093,1.32783,1.5,1.989323033876055,2.187918033088158,3.817498657241516,4.997968420853389,65,0,0,2
soft_log_t1_5_c5,ssp5-8.5,2100,0.20279218324740014,1.0124219929652487,1.3501094890510952,1.5,1.989323033876055,2.429524810228414,3.9392729882364548,4.99840022947458,87,0,0,2
soft_log_t2_c3,ssp2-4.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
soft_log_t2_c3,ssp2-4.5,2030,0.8571428571428572,1.0,1.0069041298502477,1.0099846390168972,1.0295689417976899,1.0588993296999307,1.3333333333333333,2.0,0,0,0,0
soft_log_t2_c3,ssp2-4.5,2035,0.8571428571428572,1.0,1.014232282508379,1.0207674808720832,1.0714285714285714,1.1457438528845245,2.0,2.0,0,0,0,0
soft_log_t2_c3,ssp2-4.5,2040,0.8571428571428572,1.0,1.021978021978022,1.032258064516129,1.125,1.25,2.0,2.0,0,0,0,0
soft_log_t2_c3,ssp2-4.5,2045,0.8571428571428572,1.0,1.0299612966104945,1.0444444444444443,1.1822755667955034,1.3333333333333335,2.0,2.723579580464096,3,0,0,0
soft_log_t2_c3,ssp2-4.5,2050,0.5,1.0,1.0384615384615385,1.0562258093246302,1.25,1.4999999999999998,2.0,2.923848579011519,4,0,0,0
soft_log_t2_c3,ssp2-4.5,2055,0.4081200615975289,1.0,1.0457668235623228,1.0667699936189847,1.2912607768979787,1.5,2.0,2.923848579011519,5,0,0,1
soft_log_t2_c3,ssp2-4.5,2060,0.35408887976474246,1.0,1.0524597292903837,1.0757743696647812,1.3333333333333333,1.562346738384964,2.0,2.9739010980996095,8,0,0,1
soft_log_t2_c3,ssp2-4.5,2065,0.35408887976474246,1.0,1.0585194683104964,1.0839212389538444,1.3925441258397504,2.0,2.0,2.9936123130812904,11,0,0,1
soft_log_t2_c3,ssp2-4.5,2070,0.35408887976474246,1.0,1.0653174445695806,1.0927941640149887,1.4811670648482522,2.0,2.1943655219554032,2.9991327530026535,14,0,0,1
soft_log_t2_c3,ssp2-4.5,2075,0.33625866059870746,1.0,1.0717638332831088,1.102623243695716,1.5,2.0,2.825289072814383,2.999996154897827,19,0,0,1
soft_log_t2_c3,ssp2-4.5,2080,0.33625866059870746,1.0,1.078152513519752,1.1111111111111112,1.5366085107694598,2.0,2.9366909350208545,2.9999999607668464,26,0,0,1
soft_log_t2_c3,ssp2-4.5,2085,0.33625866059870746,1.0,1.0839487429166619,1.118590291188722,1.6813821246578708,2.0,2.9741500883519927,2.9999999985347245,33,0,0,1
soft_log_t2_c3,ssp2-4.5,2090,0.33625866059870746,1.0,1.090909090909091,1.1284270868537412,1.8813845294364049,2.0,2.9930049954629148,2.9999999998404325,36,0,0,1
soft_log_t2_c3,ssp2-4.5,2095,0.33625866059870746,1.0,1.098660015012903,1.138790552614676,2.0,2.0,2.9975828153641566,2.999999999962403,41,0,0,1
soft_log_t2_c3,ssp2-4.5,2100,0.33625866059870746,1.0,1.1059329072615522,1.146979698892038,2.0,2.0,2.998883362814339,2.9999999999860076,43,0,0,1
soft_log_t2_c3,ssp5-8.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
soft_log_t2_c3,ssp5-8.5,2030,0.4081200615975289,1.0,1.0140217767476518,1.0222197181083206,1.043718873213944,1.0769230769230769,1.5,2.0,0,0,0,1
