method,scenario,horizon,minimum,median,p90,p95,p99,p99_5,p99_9,maximum,above_2,above_5,above_10,below_0_5
soft_log_t5_c10,ssp2-4.5,2030,0.8571428571428572,1.0,1.0069041298502477,1.0099846390168972,1.0295689417976899,1.0588993296999307,1.3333333333333333,2.0,0,0,0,0
soft_log_t5_c10,ssp2-4.5,2035,0.8571428571428572,1.0,1.014232282508379,1.0207674808720832,1.0714285714285714,1.1457438528845245,2.0,2.0,0,0,0,0
soft_log_t5_c10,ssp2-4.5,2040,0.8571428571428572,1.0,1.021978021978022,1.032258064516129,1.125,1.25,2.0,2.0,0,0,0,0
soft_log_t5_c10,ssp2-4.5,2045,0.8571428571428572,1.0,1.0299612966104945,1.0444444444444443,1.1822755667955034,1.3333333333333335,2.0,3.0,3,0,0,0
soft_log_t5_c10,ssp2-4.5,2050,0.5,1.0,1.0384615384615385,1.0562258093246302,1.25,1.4999999999999998,2.0,4.0,4,0,0,0
soft_log_t5_c10,ssp2-4.5,2055,0.4,1.0,1.0457668235623228,1.0667699936189847,1.2912607768979787,1.5,2.0,4.0,5,0,0,1
soft_log_t5_c10,ssp2-4.5,2060,0.3,1.0,1.0524597292903837,1.0757743696647812,1.3333333333333333,1.562346738384964,2.0,5.000000000000001,8,1,0,1
soft_log_t5_c10,ssp2-4.5,2065,0.3,1.0,1.0585194683104964,1.0839212389538444,1.3925441258397504,2.0,2.0,6.564429659378982,11,3,0,1
soft_log_t5_c10,ssp2-4.5,2070,0.3,1.0,1.0653174445695806,1.0927941640149887,1.4811670648482522,2.0,2.206131004366358,8.476814701074014,14,4,0,1
soft_log_t5_c10,ssp2-4.5,2075,0.2,1.0,1.0717638332831088,1.102623243695716,1.5,2.0,3.338833333333241,9.92194099385986,19,8,0,1
soft_log_t5_c10,ssp2-4.5,2080,0.2,1.0,1.078152513519752,1.1111111111111112,1.5366085107694598,2.0,4.171688712878467,9.994611228711078,26,12,0,1
soft_log_t5_c10,ssp2-4.5,2085,0.2,1.0,1.0839487429166619,1.118590291188722,1.6813821246578708,2.0,5.011934637466584,9.999211932998179,33,12,0,1
soft_log_t5_c10,ssp2-4.5,2090,0.2,1.0,1.090909090909091,1.1284270868537412,1.8813845294364049,2.0,6.4644967744092945,9.99978457823599,36,16,0,1
soft_log_t5_c10,ssp2-4.5,2095,0.2,1.0,1.098660015012903,1.138790552614676,2.0,2.0,7.603929843930945,9.999907516221196,41,18,0,1
soft_log_t5_c10,ssp2-4.5,2100,0.2,1.0,1.1059329072615522,1.146979698892038,2.0,2.0,8.288215608526942,9.999948123362307,43,19,0,1
soft_log_t5_c10,ssp5-8.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
soft_log_t5_c10,ssp5-8.5,2030,0.4,1.0,1.0140217767476518,1.0222197181083206,1.043718873213944,1.0769230769230769,1.5,2.0,0,0,0,1
soft_log_t5_c10,ssp5-8.5,2035,0.2,1.0,1.0303030303030303,1.0457025701281704,1.0999999999999999,1.25,2.0,2.0,0,0,0,1
soft_log_t5_c10,ssp5-8.5,2040,0.11796884033259566,1.0,1.048722305077382,1.0714285714285714,1.2311686694516952,1.3333333333333335,2.0,2.2227557232273,3,0,0,1
soft_log_t5_c10,ssp5-8.5,2045,0.11796884033259566,1.0,1.0666666666666667,1.096105876851441,1.3333333333333333,1.5091666666666141,2.0,3.0,4,0,0,1
soft_log_t5_c10,ssp5-8.5,2050,0.11796884033259566,1.0,1.0851266067487912,1.1235098297287043,1.3789210390660696,2.0,2.0,4.0,5,0,0,1
soft_log_t5_c10,ssp5-8.5,2055,0.11796884033259566,1.0,1.1052631578947367,1.1498880452488207,1.5,2.0,2.0,8.476814701074014,11,1,0,1
soft_log_t5_c10,ssp5-8.5,2060,0.11796884033259566,1.0,1.1253281575080591,1.1753465725821493,1.5,2.0,2.1239444444442293,9.92194099385986,14,3,0,1
soft_log_t5_c10,ssp5-8.5,2065,0.11796884033259566,1.0,1.1493183022359985,1.2,1.9256357373285882,2.0,2.5,9.987440984812244,19,4,0,1
soft_log_t5_c10,ssp5-8.5,2070,0.10252476379890532,1.0001,1.1761420114045913,1.2316195341365446,2.0,2.0,2.5119557377047177,9.996690754015152,27,5,0,1
soft_log_t5_c10,ssp5-8.5,2075,0.10132974325331476,1.0005360016025124,1.2011546488147375,1.2622536669593665,2.0,2.0,2.861064746680244,9.99866646939273,32,8,0,1
soft_log_t5_c10,ssp5-8.5,2080,0.10132974325331476,1.0013268592241675,1.2298884851865601,1.3174603174603174,2.0,2.0,3.3296243119943867,9.99937067170965,40,10,0,1
soft_log_t5_c10,ssp5-8.5,2085,0.10058076105272838,1.0028323999630349,1.251872099250832,1.3418806161745827,2.0,2.0,4.009196721311321,9.999669425071696,49,11,0,2
soft_log_t5_c10,ssp5-8.5,2090,0.10058076105272838,1.0053232680934125,1.2871053109568538,1.4248118252249236,2.0,2.0,4.747987353629914,9.999804652299467,58,11,0,2
soft_log_t5_c10,ssp5-8.5,2095,0.10058076105272838,1.007957144175093,1.32783,1.5,2.0,2.2168994123063404,5.215046991921157,9.99987478844159,67,13,0,2
soft_log_t5_c10,ssp5-8.5,2100,0.10058076105272838,1.0124219929652487,1.3501094890510952,1.5,2.0,2.5,5.660554305515653,9.999917333112286,89,14,0,2
soft_log_arctan_t3_c5,ssp2-4.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
soft_log_arctan_t3_c5,ssp2-4.5,2030,0.8571428571428572,1.0,1.0069041298502477,1.0099846390168972,1.0295689417976899,1.0588993296999307,1.3333333333333333,2.0,0,0,0,0
soft_log_arctan_t3_c5,ssp2-4.5,2035,0.8571428571428572,1.0,1.014232282508379,1.0207674808720832,1.0714285714285714,1.1457438528845245,2.0,2.0,0,0,0,0
soft_log_arctan_t3_c5,ssp2-4.5,2040,0.8571428571428572,1.0,1.021978021978022,1.032258064516129,1.125,1.25,2.0,2.0,0,0,0,0
soft_log_arctan_t3_c5,ssp2-4.5,2045,0.8571428571428572,1.0,1.0299612966104945,1.0444444444444443,1.1822755667955034,1.3333333333333335,2.0,3.0,3,0,0,0
soft_log_arctan_t3_c5,ssp2-4.5,2050,0.5,1.0,1.0384615384615385,1.0562258093246302,1.25,1.4999999999999998,2.0,3.796735670608943,4,0,0,0
soft_log_arctan_t3_c5,ssp2-4.5,2055,0.4,1.0,1.0457668235623228,1.0667699936189847,1.2912607768979787,1.5,2.0,3.796735670608943,5,0,0,1
soft_log_arctan_t3_c5,ssp2-4.5,2060,0.301042917825395,1.0,1.0524597292903837,1.0757743696647812,1.3333333333333333,1.562346738384964,2.0,4.158179389116289,8,0,0,1
soft_log_arctan_t3_c5,ssp2-4.5,2065,0.301042917825395,1.0,1.0585194683104964,1.0839212389538444,1.3925441258397504,2.0,2.0,4.409079263034329,11,0,0,1
soft_log_arctan_t3_c5,ssp2-4.5,2070,0.301042917825395,1.0,1.0653174445695806,1.0927941640149887,1.4811670648482522,2.0,2.206131004366358,4.588925465572975,14,0,0,1
soft_log_arctan_t3_c5,ssp2-4.5,2075,0.24048986501578604,1.0,1.0717638332831088,1.102623243695716,1.5,2.0,3.326494260290999,4.776988763252774,19,0,0,1
soft_log_arctan_t3_c5,ssp2-4.5,2080,0.24048986501578604,1.0,1.078152513519752,1.1111111111111112,1.5366085107694598,2.0,3.8775340696892364,4.839576944031416,26,0,0,1
soft_log_arctan_t3_c5,ssp2-4.5,2085,0.24048986501578604,1.0,1.0839487429166619,1.118590291188722,1.6813821246578708,2.0,4.16072650417852,4.866494537573817,33,0,0,1
soft_log_arctan_t3_c5,ssp2-4.5,2090,0.24048986501578604,1.0,1.090909090909091,1.1284270868537412,1.8813845294364049,2.0,4.397474032071284,4.880076381924416,36,0,0,1
soft_log_arctan_t3_c5,ssp2-4.5,2095,0.24048986501578604,1.0,1.098660015012903,1.138790552614676,2.0,2.0,4.5124893997620354,4.887537608945892,41,0,0,1
soft_log_arctan_t3_c5,ssp2-4.5,2100,0.24048986501578604,1.0,1.1059329072615522,1.146979698892038,2.0,2.0,4.572510959706061,4.892127435110999,43,0,0,1
soft_log_arctan_t3_c5,ssp5-8.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
soft_log_arctan_t3_c5,ssp5-8.5,2030,0.4,1.0,1.0140217767476518,1.0222197181083206,1.043718873213944,1.0769230769230769,1.5,2.0,0,0,0,1
soft_log_arctan_t3_c5,ssp5-8.5,2035,0.24048986501578604,1.0,1.0303030303030303,1.0457025701281704,1.0999999999999999,1.25,2.0,2.0,0,0,0,1
soft_log_arctan_t3_c5,ssp5-8.5,2040,0.21791593860092026,1.0,1.048722305077382,1.0714285714285714,1.2311686694516952,1.3333333333333335,2.0,2.2227557232273,3,0,0,1
soft_log_arctan_t3_c5,ssp5-8.5,2045,0.21791593860092026,1.0,1.0666666666666667,1.096105876851441,1.3333333333333333,1.5091666666666141,2.0,3.0,4,0,0,1
soft_log_arctan_t3_c5,ssp5-8.5,2050,0.21791593860092026,1.0,1.0851266067487912,1.1235098297287043,1.3789210390660696,2.0,2.0,3.796735670608943,5,0,0,1
soft_log_arctan_t3_c5,ssp5-8.5,2055,0.21791593860092026,1.0,1.1052631578947367,1.1498880452488207,1.5,2.0,2.0,4.588925465572975,11,0,0,1
soft_log_arctan_t3_c5,ssp5-8.5,2060,0.21791593860092026,1.0,1.1253281575080591,1.1753465725821493,1.5,2.0,2.1239444444442293,4.776988763252774,14,0,0,1
soft_log_arctan_t3_c5,ssp5-8.5,2065,0.21791593860092026,1.0,1.1493183022359985,1.2,1.9256357373285882,2.0,2.5,4.823958361756033,19,0,0,1
soft_log_arctan_t3_c5,ssp5-8.5,2070,0.2113522991063995,1.0001,1.1761420114045913,1.2316195341365446,2.0,2.0,2.5119557377047177,4.847379998325727,27,0,0,1
soft_log_arctan_t3_c5,ssp5-8.5,2075,0.21014766251677242,1.0005360016025124,1.2011546488147375,1.2622536669593665,2.0,2.0,2.8606907060691875,4.860069212622562,32,0,0,1
soft_log_arctan_t3_c5,ssp5-8.5,2080,0.21014766251677242,1.0013268592241675,1.2298884851865601,1.3174603174603174,2.0,2.0,3.316229040045966,4.869065807375902,40,0,0,1
soft_log_arctan_t3_c5,ssp5-8.5,2085,0.2089244874456891,1.0028323999630349,1.251872099250832,1.3418806161745827,2.0,2.0,3.80108653861408,4.875907598382342,49,0,0,2
soft_log_arctan_t3_c5,ssp5-8.5,2090,0.2089244874456891,1.0053232680934125,1.2871053109568538,1.4248118252249236,2.0,2.0,4.091889400070433,4.880989677741827,58,0,0,2
soft_log_arctan_t3_c5,ssp5-8.5,2095,0.2089244874456891,1.007957144175093,1.32783,1.5,2.0,2.2168994123063404,4.205948229820087,4.884973185479377,67,0,0,2
soft_log_arctan_t3_c5,ssp5-8.5,2100,0.2089244874456891,1.0124219929652487,1.3501094890510952,1.5,2.0,2.5,4.287588142479314,4.888458681643422,89,0,0,2
spatial_ratio_3x3,ssp2-4.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
spatial_ratio_3x3,ssp2-4.5,2030,0.9375000000000001,1.0,1.006578947368421,1.009784735812133,1.0278797915562623,1.0625,1.2,2.0,0,0,0,0
spatial_ratio_3x3,ssp2-4.5,2035,0.9375000000000001,1.0,1.01364522417154,1.0201857329412758,1.0625,1.124625312158576,1.4169706860706386,2.0,0,0,0,0
spatial_ratio_3x3,ssp2-4.5,2040,0.918918918918919,1.0,1.0216588966588969,1.0312500000000002,1.0918192160512978,1.2,1.7717482328481977,2.0,0,0,0,0
spatial_ratio_3x3,ssp2-4.5,2045,0.8648648648648649,1.0,1.029496235582183,1.0434782608695652,1.1394544800211652,1.25,2.0,2.1268191268191265,1,0,0,0
spatial_ratio_3x3,ssp2-4.5,2050,0.8378378378378379,1.0,1.0381802399600055,1.0555555555555556,1.1700891563947837,1.2567511650827137,2.0,2.4677754677754677,1,0,0,0
spatial_ratio_3x3,ssp2-4.5,2055,0.8108108108108109,1.0,1.0454545454545454,1.06527640139601,1.2000000000000002,1.3333333333333333,2.0,3.2124740124740128,1,0,0,0
spatial_ratio_3x3,ssp2-4.5,2060,0.7837837837837839,1.0,1.0521353609945334,1.075226864578526,1.25,1.3333333333333335,2.0,4.124324324324324,1,0,0,0
spatial_ratio_3x3,ssp2-4.5,2065,0.7567567567567568,1.0,1.0576923076923077,1.0831658148273466,1.2500000000000002,1.421646365593809,2.0,4.124740124740125,2,0,0,0
spatial_ratio_3x3,ssp2-4.5,2070,0.7297297297297297,1.0,1.065217391304348,1.0909090909090908,1.2956204673650278,1.5,2.0,4.126403326403326,2,0,0,0
spatial_ratio_3x3,ssp2-4.5,2075,0.7027027027027027,1.0,1.071898868880484,1.0999999999999999,1.3333333333333333,1.5,2.0,4.128066528066528,4,0,0,0
spatial_ratio_3x3,ssp2-4.5,2080,0.6756756756756758,1.0,1.0771398037501214,1.1072704866899432,1.3333333333333333,1.5,2.0,4.1305613305613305,5,0,0,0
spatial_ratio_3x3,ssp2-4.5,2085,0.6486486486486487,1.0,1.0833333333333333,1.1143373846829696,1.3333333333333333,1.5635059850631259,2.0,5.000000000000001,7,1,0,0
spatial_ratio_3x3,ssp2-4.5,2090,0.6216216216216216,1.0,1.090325245872874,1.125,1.3676148246543844,1.667256478999103,2.0,6.0,8,2,0,0
spatial_ratio_3x3,ssp2-4.5,2095,0.6216216216216216,1.0,1.0967409997344495,1.1334353284017034,1.428681271574596,1.7863315621626783,2.0,7.524590163934426,10,2,0,0
spatial_ratio_3x3,ssp2-4.5,2100,0.5945945945945946,1.0,1.1043047996041564,1.1428571428571428,1.5,1.9244497078136846,2.0,9.0,10,2,0,0
spatial_ratio_3x3,ssp5-8.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
spatial_ratio_3x3,ssp5-8.5,2030,0.9375000000000001,1.0,1.0144927536231885,1.023056911465946,1.0434782608695652,1.077110516066211,1.5,2.0,0,0,0,0
spatial_ratio_3x3,ssp5-8.5,2035,0.875,1.0,1.0317460317460316,1.0476190476190474,1.0888221131413427,1.180004908208202,2.0,2.0,0,0,0,0
spatial_ratio_3x3,ssp5-8.5,2040,0.8285714285714286,1.0,1.0506329113924051,1.0723991980396523,1.1666666666666665,1.3333333333333333,2.0,2.1014150943396226,1,0,0,0
spatial_ratio_3x3,ssp5-8.5,2045,0.8,1.0,1.0677966101694916,1.096680775228336,1.25,1.3333333333333333,2.0,2.651729559748428,1,0,0,0
spatial_ratio_3x3,ssp5-8.5,2050,0.7428571428571429,1.0,1.0892857142857142,1.123680758553115,1.2941176470588236,1.5,2.0,3.17374213836478,1,0,0,0
spatial_ratio_3x3,ssp5-8.5,2055,0.6857142857142858,1.0,1.1111111111111112,1.1488024171414157,1.3333333333333333,1.5,2.0,3.97562893081761,2,0,0,0
spatial_ratio_3x3,ssp5-8.5,2060,0.6285714285714286,1.0,1.130081300813008,1.1724137931034482,1.3333333333333333,1.545134895188761,2.0,9.0,3,1,0,0
spatial_ratio_3x3,ssp5-8.5,2065,0.6,1.000649853815783,1.1520681409583635,1.2,1.5,1.8565384615384017,2.0,17.0,3,1,1,0
spatial_ratio_3x3,ssp5-8.5,2070,0.5714285714285715,1.0034975517138003,1.1779046201802665,1.223431572750662,1.5,2.0,2.0,27.0,9,1,1,0
spatial_ratio_3x3,ssp5-8.5,2075,0.5428571428571429,1.0096620612397311,1.2012212871948165,1.2500000000000002,1.5,2.0,2.038716993159417,37.0,13,1,1,0
spatial_ratio_3x3,ssp5-8.5,2080,0.5142857142857143,1.015625,1.2272727272727273,1.292562023731846,1.576356173894701,2.0,2.4108924460588574,48.0,17,1,1,0
spatial_ratio_3x3,ssp5-8.5,2085,0.48571428571428577,1.0187654197921598,1.2500000000000002,1.3333333333333333,1.6666666666666665,2.0,2.5,60.00000000000001,20,1,1,1
spatial_ratio_3x3,ssp5-8.5,2090,0.4571428571428572,1.021603325326738,1.2847129607250753,1.3788,1.772558999999999,2.0,2.5,72.0,21,1,1,1
spatial_ratio_3x3,ssp5-8.5,2095,0.4285714285714286,1.0242689661777147,1.3197317148529453,1.4299334557434107,1.876287,2.0,2.5,84.0,26,1,1,1
spatial_ratio_3x3,ssp5-8.5,2100,0.4,1.0265847582888066,1.3405048503474766,1.5,2.0,2.0,2.5,97.0,40,2,1,1
spatial_outlier_replace,ssp2-4.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
spatial_outlier_replace,ssp2-4.5,2030,0.8571428571428572,1.0,1.0069041298502477,1.0099846390168972,1.0295689417976899,1.0588993296999307,1.3333333333333333,2.0,0,0,0,0
spatial_outlier_replace,ssp2-4.5,2035,0.8571428571428572,1.0,1.014232282508379,1.0207674808720832,1.0714285714285714,1.1457438528845245,2.0,2.0,0,0,0,0
spatial_outlier_replace,ssp2-4.5,2040,0.8571428571428572,1.0,1.021978021978022,1.032258064516129,1.125,1.25,2.0,2.0,0,0,0,0
spatial_outlier_replace,ssp2-4.5,2045,0.8571428571428572,1.0,1.0299612966104945,1.0444444444444443,1.1822755667955034,1.3333333333333335,2.0,3.0,3,0,0,0
spatial_outlier_replace,ssp2-4.5,2050,0.5,1.0,1.0384615384615385,1.0562258093246302,1.25,1.4999999999999998,2.0,4.0,4,0,0,0
spatial_outlier_replace,ssp2-4.5,2055,0.4,1.0,1.0457668235623228,1.0667699936189847,1.2912607768979787,1.5,2.0,4.0,5,0,0,1
spatial_outlier_replace,ssp2-4.5,2060,0.3,1.0,1.0524597292903837,1.0757743696647812,1.3333333333333333,1.562346738384964,2.0,5.000000000000001,8,1,0,1
spatial_outlier_replace,ssp2-4.5,2065,0.3,1.0,1.0585194683104964,1.0839212389538444,1.3925441258397504,2.0,2.0,5.000000000000001,9,1,0,1
spatial_outlier_replace,ssp2-4.5,2070,0.3,1.0,1.0652237132693831,1.092693015678226,1.4685175559786252,2.0,2.0,4.666666666666666,10,0,0,1
spatial_outlier_replace,ssp2-4.5,2075,0.2,1.0,1.0716512221293302,1.1022756590488294,1.5,2.0,2.0,4.726251409733669,11,0,0,1
spatial_outlier_replace,ssp2-4.5,2080,0.2,1.0,1.0780312921373358,1.1098807361996696,1.5,2.0,2.1077044832826526,4.140991361579597,14,0,0,1
spatial_outlier_replace,ssp2-4.5,2085,0.2,1.0,1.083754314653754,1.1176324110092972,1.5673644518699388,2.0,2.3114176232064163,5.0,21,0,0,1
spatial_outlier_replace,ssp2-4.5,2090,0.2,1.0,1.090909090909091,1.1274816068761933,1.714639501953506,2.0,2.67516299601289,7.153846153846154,23,3,0,1
spatial_outlier_replace,ssp2-4.5,2095,0.2,1.0,1.0981919035681904,1.1376146788990826,1.7934970913109936,2.0,2.62606607549618,9.0,27,3,0,1
spatial_outlier_replace,ssp2-4.5,2100,0.2,1.0,1.1055808185793086,1.1458742355399498,1.872975693408379,2.0,2.6177510233999506,9.333333333333332,28,2,0,1
spatial_outlier_replace,ssp5-8.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
spatial_outlier_replace,ssp5-8.5,2030,0.4,1.0,1.0140217767476518,1.0222197181083206,1.043718873213944,1.0769230769230769,1.5,2.0,0,0,0,1
spatial_outlier_replace,ssp5-8.5,2035,0.2,1.0,1.0303030303030303,1.0457025701281704,1.0999999999999999,1.25,2.0,2.0,0,0,0,1
spatial_outlier_replace,ssp5-8.5,2040,0.8285714285714286,1.0,1.048722305077382,1.0714285714285714,1.2311686694516952,1.3333333333333335,2.0,2.2227557232273,3,0,0,0
spatial_outlier_replace,ssp5-8.5,2045,0.8,1.0,1.0666666666666667,1.096105876851441,1.3333333333333333,1.5091666666666141,2.0,3.0,4,0,0,0
spatial_outlier_replace,ssp5-8.5,2050,0.7428571428571429,1.0,1.0851266067487912,1.1235098297287043,1.3789210390660696,2.0,2.0,4.0,5,0,0,0
spatial_outlier_replace,ssp5-8.5,2055,0.6857142857142858,1.0,1.1052631578947367,1.1498880452488207,1.5,2.0,2.0,4.099449685534592,10,0,0,0
spatial_outlier_replace,ssp5-8.5,2060,0.6285714285714286,1.0,1.1253281575080591,1.1753465725821493,1.5,2.0,2.0002163934426194,5.000000000000001,12,1,0,0
spatial_outlier_replace,ssp5-8.5,2065,0.6,1.0,1.1492759878812056,1.2,1.8129766080942282,2.0,2.2280442942941967,5.041095890410959,16,1,0,0
spatial_outlier_replace,ssp5-8.5,2070,0.5714285714285715,1.0001,1.1760445987889234,1.2307692307692308,2.0,2.0,2.5,5.065849266912458,23,1,0,0
spatial_outlier_replace,ssp5-8.5,2075,0.5428571428571429,1.0005360016025124,1.200414263391279,1.260243240874633,2.0,2.0,2.5,4.5,24,0,0,0
spatial_outlier_replace,ssp5-8.5,2080,0.5142857142857143,1.0013067510141007,1.2293041697274671,1.3125,2.0,2.0,2.5,5.452702702702703,31,1,0,0
spatial_outlier_replace,ssp5-8.5,2085,0.48571428571428577,1.0028,1.2512,1.3369017391304348,2.0,2.0,2.5,4.278688524590164,38,0,0,1
spatial_outlier_replace,ssp5-8.5,2090,0.4571428571428572,1.00526696412862,1.2864847593582887,1.4153920599621117,2.0,2.0,2.6703407430126767,4.857142857142857,47,0,0,1
spatial_outlier_replace,ssp5-8.5,2095,0.4285714285714286,1.0078233145321884,1.3266325523012554,1.5,2.0,2.0,2.7965404357702277,5.571428571428571,55,1,0,1
spatial_outlier_replace,ssp5-8.5,2100,0.4,1.0122174065141563,1.3486350732489,1.5,2.0,2.1039309830242616,2.947869059299274,6.142857142857143,77,2,0,1
