cell_id,asset_id,report_date,ticcs_subclass,economic_content_fingerprint,expected_2025_overall_rating,expected_2030_revenue_growth,expected_2030_market_demand_impact,expected_2030_market_demand_rating,surface,source_uri
287678,USA_10237,2026-09-17,IC702010,52873a58bb1774e8eb357b9ee2632b02e9d502b9d029bcfc8fff973ae325fc43,F,0.218766,0.64723,D,solar_transition,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_287678_PA_PJM_SolarPV_transition_risks.xlsx
289020,USA_10340,2026-09-17,IC702010,52873a58bb1774e8eb357b9ee2632b02e9d502b9d029bcfc8fff973ae325fc43,F,0.218766,0.64723,D,solar_transition,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_289020_CO_WEIM_SolarPV_transition_risks.xlsx
289122,USA_10442,2026-09-17,IC702010,52873a58bb1774e8eb357b9ee2632b02e9d502b9d029bcfc8fff973ae325fc43,F,0.218766,0.64723,D,solar_transition,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_289122_PA_PJM_SolarPV_transition_risks.xlsx
290466,USA_10545,2026-09-17,IC702010,52873a58bb1774e8eb357b9ee2632b02e9d502b9d029bcfc8fff973ae325fc43,F,0.218766,0.64723,D,solar_transition,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_290466_CO_WEIM_SolarPV_transition_risks.xlsx
290569,USA_10648,2026-09-17,IC702010,52873a58bb1774e8eb357b9ee2632b02e9d502b9d029bcfc8fff973ae325fc43,F,0.218766,0.64723,D,solar_transition,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_290569_PA_PJM_SolarPV_transition_risks.xlsx
291912,USA_10750,2026-09-17,IC702010,52873a58bb1774e8eb357b9ee2632b02e9d502b9d029bcfc8fff973ae325fc43,F,0.218766,0.64723,D,solar_transition,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_291912_KS_SPP_SolarPV_transition_risks.xlsx
292015,USA_10853,2026-09-17,IC702010,52873a58bb1774e8eb357b9ee2632b02e9d502b9d029bcfc8fff973ae325fc43,F,0.218766,0.64723,D,solar_transition,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_292015_MD_PJM_SolarPV_transition_risks.xlsx
293361,USA_10956,2026-09-17,IC702010,52873a58bb1774e8eb357b9ee2632b02e9d502b9d029bcfc8fff973ae325fc43,F,0.218766,0.64723,D,solar_transition,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_293361_KS_SPP_SolarPV_transition_risks.xlsx
294709,USA_11058,2026-09-17,IC702010,52873a58bb1774e8eb357b9ee2632b02e9d502b9d029bcfc8fff973ae325fc43,F,0.218766,0.64723,D,solar_transition,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_294709_CA_CAISO_SolarPV_transition_risks.xlsx
294812,USA_11161,2026-09-17,IC702010,52873a58bb1774e8eb357b9ee2632b02e9d502b9d029bcfc8fff973ae325fc43,F,0.218766,0.64723,D,solar_transition,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_294812_KS_SPP_SolarPV_transition_risks.xlsx
296163,USA_11264,2026-09-17,IC702010,52873a58bb1774e8eb357b9ee2632b02e9d502b9d029bcfc8fff973ae325fc43,F,0.218766,0.64723,D,solar_transition,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_296163_NV_WEIM_SolarPV_transition_risks.xlsx
296265,USA_11366,2026-09-17,IC702010,52873a58bb1774e8eb357b9ee2632b02e9d502b9d029bcfc8fff973ae325fc43,F,0.218766,0.64723,D,solar_transition,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_296265_MO_MISO_SolarPV_transition_risks.xlsx
297617,USA_11469,2026-09-17,IC702010,52873a58bb1774e8eb357b9ee2632b02e9d502b9d029bcfc8fff973ae325fc43,F,0.218766,0.64723,D,solar_transition,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_297617_NV_WEIM_SolarPV_transition_risks.xlsx
297720,USA_11572,2026-09-17,IC702010,52873a58bb1774e8eb357b9ee2632b02e9d502b9d029bcfc8fff973ae325fc43,F,0.218766,0.64723,D,solar_transition,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_297720_IL_MISO_SolarPV_transition_risks.xlsx
299072,USA_11674,2026-09-17,IC702010,52873a58bb1774e8eb357b9ee2632b02e9d502b9d029bcfc8fff973ae325fc43,F,0.218766,0.64723,D,solar_transition,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_299072_UT_WEIM_SolarPV_transition_risks.xlsx
299175,USA_11777,2026-09-17,IC702010,52873a58bb1774e8eb357b9ee2632b02e9d502b9d029bcfc8fff973ae325fc43,F,0.218766,0.64723,D,solar_transition,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_299175_IN_PJM_SolarPV_transition_risks.xlsx
300528,USA_11880,2026-09-17,IC702010,52873a58bb1774e8eb357b9ee2632b02e9d502b9d029bcfc8fff973ae325fc43,F,0.218766,0.64723,D,solar_transition,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_300528_CO_WEIM_SolarPV_transition_risks.xlsx
300630,USA_11982,2026-09-17,IC702010,52873a58bb1774e8eb357b9ee2632b02e9d502b9d029bcfc8fff973ae325fc43,F,0.218766,0.64723,D,solar_transition,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_300630_WV_PJM_SolarPV_transition_risks.xlsx
301986,USA_12085,2026-09-17,IC702010,52873a58bb1774e8eb357b9ee2632b02e9d502b9d029bcfc8fff973ae325fc43,F,0.218766,0.64723,D,solar_transition,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_301986_CO_WEIM_SolarPV_transition_risks.xlsx
302089,USA_12188,2026-09-17,IC702010,52873a58bb1774e8eb357b9ee2632b02e9d502b9d029bcfc8fff973ae325fc43,F,0.218766,0.64723,D,solar_transition,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_302089_VA_PJM_SolarPV_transition_risks.xlsx
303446,USA_12290,2026-09-17,IC702010,52873a58bb1774e8eb357b9ee2632b02e9d502b9d029bcfc8fff973ae325fc43,F,0.218766,0.64723,D,solar_transition,gs://infrasure-scr-data/Solar-asset/transition_risk/CONUS13K_Cell_303446_KS_SPP_SolarPV_transition_risks.xlsx
