method,scenario,horizon,minimum,median,p90,p95,p99,p99_5,p99_9,maximum,above_2,above_5,above_10,below_0_5
soft_log_t1_5_c5,ssp2-4.5,2090,0.25144749312088005,1.0099974887321337,1.107283467805087,1.1389939452354345,1.654364283031422,2.4949541985601313,4.430641460539386,4.999260744255286,80,0,0,1
soft_log_t1_5_c5,ssp2-4.5,2095,0.2455030753536889,1.0098145846102005,1.1152274839854486,1.1499693423901087,1.746409756767494,2.7046291016454393,4.561274804845987,4.999405406718614,88,0,0,1
soft_log_t1_5_c5,ssp2-4.5,2100,0.24058625996736588,1.0095357432864263,1.1238036511763476,1.1613232106974467,1.8289437272118212,2.8742867218827666,4.640407679786577,4.999497645127026,98,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
soft_log_t1_5_c5,ssp5-8.5,2030,0.5026835677117609,1.0009293946246514,1.0185738170990728,1.0224929357358903,1.031778844272317,1.044471471580815,1.1240533420386105,2.033705763520822,1,0,0,0
soft_log_t1_5_c5,ssp5-8.5,2035,0.3120240602134122,1.0025685741033916,1.037186232620467,1.0449941098845796,1.0637981132337018,1.0896377879914896,1.2508238241103373,2.882200236112218,2,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2040,0.25964987089968733,1.0046024318787956,1.0560402091971792,1.0677531898113268,1.0959540652741797,1.1443509272402228,1.402515885953345,3.5418665979612967,4,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2045,0.23776344720650278,1.0067027506756792,1.0748985952267143,1.0904718295668763,1.1283629061609644,1.2113249243278001,1.6042213296805214,3.9720492500862066,9,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2050,0.22639410398455123,1.0091343903626582,1.0940461246339588,1.1133757062931342,1.1605483414738444,1.2631029151470112,1.732570114006647,4.204823428362151,11,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2055,0.2196626319696415,1.015810513988892,1.1131665282239898,1.1350526583456815,1.1927487901666354,1.3464686218313335,2.166942565646484,4.34730421006406,14,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2060,0.21531432895362254,1.027911716314023,1.1307438733837245,1.1554984450620545,1.2220701272433447,1.411766775695884,2.819900167585574,4.540924667656244,16,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2065,0.21232528213388097,1.033377681750693,1.150306869718571,1.1752921891426387,1.2664185617997852,1.5001506534342504,3.3339754017716663,4.740582534415078,23,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2070,0.21017253999561786,1.0375129088282335,1.1732485669428478,1.204679827890688,1.3236057998792723,1.577529893567396,3.664934068741558,4.955257367722401,29,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2075,0.20856485951171488,1.0415105882750928,1.1977909003315441,1.2349386186081461,1.4204884706861145,1.7610495288655272,3.88310815236646,4.992748833056006,39,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2080,0.20732888314202932,1.0449743539452843,1.2232624800624237,1.269212176539771,1.5218041639964877,1.9484887622616403,4.162268535476583,4.998196396839592,54,0,0,1
soft_log_t1_5_c5,ssp5-8.5,2085,0.20635583006817423,1.04845738827047,1.2505650064254943,1.3055967227930472,1.626863457328308,2.1400100944927067,4.672188133225211,4.99937574266636,69,0,0,2
soft_log_t1_5_c5,ssp5-8.5,2090,0.2055744470204978,1.0512386396786484,1.2816756286160347,1.3500974931357383,1.7385327485574715,2.34109300465213,4.7882073923235415,4.999717219575935,80,0,0,2
soft_log_t1_5_c5,ssp5-8.5,2095,0.20493636967809567,1.0536752785613956,1.3148434351354903,1.39658940078164,1.853658574577015,2.502230985686659,4.8223107054522005,4.999832875487297,86,0,0,2
soft_log_t1_5_c5,ssp5-8.5,2100,0.20440776891387027,1.0561618392256111,1.347148533789714,1.446725595724955,1.9676874260539603,2.6004519263471693,4.840397241198682,4.999882424276713,105,0,0,2
soft_log_t2_c3,ssp2-4.5,2025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0
soft_log_t2_c3,ssp2-4.5,2030,0.8333333333333335,1.0000163314057584,1.0086800276258872,1.0113994728942768,1.0205175028144966,1.0372916371841814,1.081615745668106,2.999556883380513,1,0,0,0
soft_log_t2_c3,ssp2-4.5,2035,0.7121212121212123,1.000073343067229,1.017360055251774,1.0227512302826098,1.0410175868232314,1.0782471703951932,1.1737925309292563,2.9999880713116664,1,0,0,0
soft_log_t2_c3,ssp2-4.5,2040,0.6145833333333335,1.0001682939971168,1.0261036726954502,1.0342655269157417,1.0621353574531844,1.1237705368889208,1.3037599742460055,2.9999987008978453,2,0,0,0
soft_log_t2_c3,ssp2-4.5,2045,0.523809523809524,1.0002802760750864,1.0348402147413593,1.0458687672647469,1.088175872566135,1.1616769439421015,1.385167973811277,2.9999998670521966,5,0,0,0
soft_log_t2_c3,ssp2-4.5,2050,0.4380855925284321,1.0004299176450666,1.0435502684266997,1.057579104127785,1.1109205486043665,1.200799338253728,1.5161965713385266,2.9999999863958937,7,0,0,1
soft_log_t2_c3,ssp2-4.5,2055,0.3844399783046514,1.0019551864795178,1.0516621097606371,1.0676517472892508,1.137523921549184,1.2375176018331946,1.6515751231382385,2.9999999983368153,9,0,0,1
soft_log_t2_c3,ssp2-4.5,2060,0.3593364977368676,1.0039627586284046,1.059172987988548,1.0763839500967831,1.1691992215117657,1.2771604384250632,1.8378793317147706,2.9999999996834115,11,0,0,1
soft_log_t2_c3,ssp2-4.5,2065,0.34741013021112094,1.0058053501526776,1.0663580138238307,1.0844948469284765,1.2278304381773666,1.3845473841106473,2.0536565391896233,2.999999999905063,14,0,0,1
soft_log_t2_c3,ssp2-4.5,2070,0.34142257921188945,1.0074348565936013,1.0735543006561357,1.0936768972904354,1.3048023923694,1.5349521738101675,2.6167205594633223,2.9999999999595173,28,0,0,1
