cell_id,lat_idx,lon_idx,lat_center,lon_center,state_abbr
297671,206,1031,38.5,-102.25,CO
297675,206,1035,38.5,-101.25,KS
299048,207,968,38.25,-118.0,NV
299049,207,969,38.25,-117.75,NV
299052,207,972,38.25,-117.0,NV
299055,207,975,38.25,-116.25,NV
299059,207,979,38.25,-115.25,NV
299060,207,980,38.25,-115.0,NV
299068,207,988,38.25,-113.0,UT
299076,207,996,38.25,-111.0,UT
299077,207,997,38.25,-110.75,UT
299079,207,999,38.25,-110.25,UT
299080,207,1000,38.25,-110.0,UT
299082,207,1002,38.25,-109.5,UT
299096,207,1016,38.25,-106.0,CO
299104,207,1024,38.25,-104.0,CO
299106,207,1026,38.25,-103.5,CO
299108,207,1028,38.25,-103.0,CO
299110,207,1030,38.25,-102.5,CO
299117,207,1037,38.25,-100.75,KS
299182,207,1102,38.25,-84.5,KY
300484,208,964,38.0,-119.0,CA
300487,208,967,38.0,-118.25,NV
300489,208,969,38.0,-117.75,NV
300490,208,970,38.0,-117.5,NV
300492,208,972,38.0,-117.0,NV
300493,208,973,38.0,-116.75,NV
300495,208,975,38.0,-116.25,NV
300496,208,976,38.0,-116.0,NV
300498,208,978,38.0,-115.5,NV
300499,208,979,38.0,-115.25,NV
300519,208,999,38.0,-110.25,UT
300520,208,1000,38.0,-110.0,UT
300543,208,1023,38.0,-104.25,CO
300544,208,1024,38.0,-104.0,CO
300548,208,1028,38.0,-103.0,CO
300549,208,1029,38.0,-102.75,CO
301923,209,963,37.75,-119.25,CA
301930,209,970,37.75,-117.5,NV
301931,209,971,37.75,-117.25,NV
301932,209,972,37.75,-117.0,NV
301933,209,973,37.75,-116.75,NV
301935,209,975,37.75,-116.25,NV
301936,209,976,37.75,-116.0,NV
301937,209,977,37.75,-115.75,NV
301941,209,981,37.75,-114.75,NV
301957,209,997,37.75,-110.75,UT
301959,209,999,37.75,-110.25,UT
301981,209,1021,37.75,-104.75,CO
301982,209,1022,37.75,-104.5,CO
301983,209,1023,37.75,-104.25,CO
301988,209,1028,37.75,-103.0,CO
303369,210,969,37.5,-117.75,NV
303371,210,971,37.5,-117.25,NV
303372,210,972,37.5,-117.0,NV
303375,210,975,37.5,-116.25,NV
303378,210,978,37.5,-115.5,NV
303379,210,979,37.5,-115.25,NV
303393,210,993,37.5,-111.75,UT
303396,210,996,37.5,-111.0,UT
303398,210,998,37.5,-110.5,UT
303399,210,999,37.5,-110.25,UT
303400,210,1000,37.5,-110.0,UT
303403,210,1003,37.5,-109.25,UT
303422,210,1022,37.5,-104.5,CO
303428,210,1028,37.5,-103.0,CO
304809,211,969,37.25,-117.75,CA
304810,211,970,37.25,-117.5,NV
304811,211,971,37.25,-117.25,NV
304812,211,972,37.25,-117.0,NV
304817,211,977,37.25,-115.75,NV
304818,211,978,37.25,-115.5,NV
304822,211,982,37.25,-114.5,NV
304833,211,993,37.25,-111.75,UT
304834,211,994,37.25,-111.5,UT
304839,211,999,37.25,-110.25,UT
304840,211,1000,37.25,-110.0,UT
304841,211,1001,37.25,-109.75,UT
304842,211,1002,37.25,-109.5,UT
304843,211,1003,37.25,-109.25,UT
304858,211,1018,37.25,-105.5,CO
304866,211,1026,37.25,-103.5,CO
304867,211,1027,37.25,-103.25,CO
304869,211,1029,37.25,-102.75,CO
306249,212,969,37.0,-117.75,CA
306250,212,970,37.0,-117.5,CA
306251,212,971,37.0,-117.25,CA
306252,212,972,37.0,-117.0,NV
306253,212,973,37.0,-116.75,NV
306256,212,976,37.0,-116.0,NV
306257,212,977,37.0,-115.75,NV
306258,212,978,37.0,-115.5,NV
306273,212,993,37.0,-111.75,AZ
306278,212,998,37.0,-110.5,AZ
306279,212,999,37.0,-110.25,AZ
306280,212,1000,37.0,-110.0,AZ
306281,212,1001,37.0,-109.75,AZ
306282,212,1002,37.0,-109.5,AZ
306296,212,1016,37.0,-106.0,CO
306297,212,1017,37.0,-105.75,CO
307690,213,970,36.75,-117.5,CA
307693,213,973,36.75,-116.75,NV
307694,213,974,36.75,-116.5,NV
307695,213,975,36.75,-116.25,NV
307696,213,976,36.75,-116.0,NV
307697,213,977,36.75,-115.75,NV
307698,213,978,36.75,-115.5,NV
307700,213,980,36.75,-115.0,NV
307701,213,981,36.75,-114.75,NV
307704,213,984,36.75,-114.0,AZ
307707,213,987,36.75,-113.25,AZ
307708,213,988,36.75,-113.0,AZ
307709,213,989,36.75,-112.75,AZ
307714,213,994,36.75,-111.5,AZ
307715,213,995,36.75,-111.25,AZ
307716,213,996,36.75,-111.0,AZ
307719,213,999,36.75,-110.25,AZ
307720,213,1000,36.75,-110.0,AZ
307721,213,1001,36.75,-109.75,AZ
307722,213,1002,36.75,-109.5,AZ
307725,213,1005,36.75,-108.75,NM
307744,213,1024,36.75,-104.0,NM
307745,213,1025,36.75,-103.75,NM
307747,213,1027,36.75,-103.25,NM
309131,214,971,36.5,-117.25,CA
309132,214,972,36.5,-117.0,CA
309135,214,975,36.5,-116.25,NV
309137,214,977,36.5,-115.75,NV
309138,214,978,36.5,-115.5,NV
309140,214,980,36.5,-115.0,NV
309142,214,982,36.5,-114.5,NV
309149,214,989,36.5,-112.75,AZ
309153,214,993,36.5,-111.75,AZ
309154,214,994,36.5,-111.5,AZ
309155,214,995,36.5,-111.25,AZ
309157,214,997,36.5,-110.75,AZ
309161,214,1001,36.5,-109.75,AZ
309162,214,1002,36.5,-109.5,AZ
309165,214,1005,36.5,-108.75,NM
309186,214,1026,36.5,-103.5,NM
309189,214,1029,36.5,-102.75,TX
310570,215,970,36.25,-117.5,CA
310573,215,973,36.25,-116.75,CA
310574,215,974,36.25,-116.5,CA
310579,215,979,36.25,-115.25,NV
310581,215,981,36.25,-114.75,NV
310594,215,994,36.25,-111.5,AZ
310595,215,995,36.25,-111.25,AZ
310596,215,996,36.25,-111.0,AZ
310601,215,1001,36.25,-109.75,AZ
310605,215,1005,36.25,-108.75,NM
310606,215,1006,36.25,-108.5,NM
310607,215,1007,36.25,-108.25,NM
310608,215,1008,36.25,-108.0,NM
310610,215,1010,36.25,-107.5,NM
310621,215,1021,36.25,-104.75,NM
310622,215,1022,36.25,-104.5,NM
310623,215,1023,36.25,-104.25,NM
310625,215,1025,36.25,-103.75,NM
312014,216,974,36.0,-116.5,CA
312015,216,975,36.0,-116.25,CA
312016,216,976,36.0,-116.0,CA
312017,216,977,36.0,-115.75,NV
312022,216,982,36.0,-114.5,AZ
312034,216,994,36.0,-111.5,AZ
312035,216,995,36.0,-111.25,AZ
312036,216,996,36.0,-111.0,AZ
312039,216,999,36.0,-110.25,AZ
312040,216,1000,36.0,-110.0,AZ
312041,216,1001,36.0,-109.75,AZ
312046,216,1006,36.0,-108.5,NM
312047,216,1007,36.0,-108.25,NM
312060,216,1020,36.0,-105.0,NM
312064,216,1024,36.0,-104.0,NM
312066,216,1026,36.0,-103.5,NM
312067,216,1027,36.0,-103.25,NM
313441,217,961,35.75,-119.75,CA
313449,217,969,35.75,-117.75,CA
313451,217,971,35.75,-117.25,CA
313452,217,972,35.75,-117.0,CA
313453,217,973,35.75,-116.75,CA
313454,217,974,35.75,-116.5,CA
313455,217,975,35.75,-116.25,CA
313457,217,977,35.75,-115.75,CA
313459,217,979,35.75,-115.25,NV
313460,217,980,35.75,-115.0,NV
313461,217,981,35.75,-114.75,NV
313470,217,990,35.75,-112.5,AZ
313474,217,994,35.75,-111.5,AZ
313475,217,995,35.75,-111.25,AZ
313476,217,996,35.75,-111.0,AZ
313477,217,997,35.75,-110.75,AZ
313478,217,998,35.75,-110.5,AZ
313479,217,999,35.75,-110.25,AZ
313480,217,1000,35.75,-110.0,AZ
313485,217,1005,35.75,-108.75,NM
313486,217,1006,35.75,-108.5,NM
313487,217,1007,35.75,-108.25,NM
313488,217,1008,35.75,-108.0,NM
313490,217,1010,35.75,-107.5,NM
313500,217,1020,35.75,-105.0,NM
313506,217,1026,35.75,-103.5,NM
314889,218,969,35.5,-117.75,CA
314890,218,970,35.5,-117.5,CA
314891,218,971,35.5,-117.25,CA
314892,218,972,35.5,-117.0,CA
314893,218,973,35.5,-116.75,CA
314894,218,974,35.5,-116.5,CA
314895,218,975,35.5,-116.25,CA
314896,218,976,35.5,-116.0,CA
314897,218,977,35.5,-115.75,CA
314899,218,979,35.5,-115.25,NV
314901,218,981,35.5,-114.75,NV
314908,218,988,35.5,-113.0,AZ
314916,218,996,35.5,-111.0,AZ
314918,218,998,35.5,-110.5,AZ
314919,218,999,35.5,-110.25,AZ
314920,218,1000,35.5,-110.0,AZ
314921,218,1001,35.5,-109.75,AZ
314928,218,1008,35.5,-108.0,NM
314930,218,1010,35.5,-107.5,NM
314932,218,1012,35.5,-107.0,NM
314936,218,1016,35.5,-106.0,NM
314947,218,1027,35.5,-103.25,NM
316322,219,962,35.25,-119.5,CA
316330,219,970,35.25,-117.5,CA
316332,219,972,35.25,-117.0,CA
316333,219,973,35.25,-116.75,CA
316335,219,975,35.25,-116.25,CA
316336,219,976,35.25,-116.0,CA
316342,219,982,35.25,-114.5,AZ
316348,219,988,35.25,-113.0,AZ
316350,219,990,35.25,-112.5,AZ
316355,219,995,35.25,-111.25,AZ
316357,219,997,35.25,-110.75,AZ
316358,219,998,35.25,-110.5,AZ
316359,219,999,35.25,-110.25,AZ
316360,219,1000,35.25,-110.0,AZ
316362,219,1002,35.25,-109.5,AZ
316363,219,1003,35.25,-109.25,AZ
316371,219,1011,35.25,-107.25,NM
316372,219,1012,35.25,-107.0,NM
316382,219,1022,35.25,-104.5,NM
317768,220,968,35.0,-118.0,CA
317769,220,969,35.0,-117.75,CA
317770,220,970,35.0,-117.5,CA
317771,220,971,35.0,-117.25,CA
317772,220,972,35.0,-117.0,CA
317774,220,974,35.0,-116.5,CA
317776,220,976,35.0,-116.0,CA
317780,220,980,35.0,-115.0,CA
317781,220,981,35.0,-114.75,CA
317782,220,982,35.0,-114.5,AZ
317796,220,996,35.0,-111.0,AZ
317798,220,998,35.0,-110.5,AZ
317799,220,999,35.0,-110.25,AZ
317800,220,1000,35.0,-110.0,AZ
317803,220,1003,35.0,-109.25,AZ
317804,220,1004,35.0,-109.0,NM
317810,220,1010,35.0,-107.5,NM
317811,220,1011,35.0,-107.25,NM
317812,220,1012,35.0,-107.0,NM
317813,220,1013,35.0,-106.75,NM
317814,220,1014,35.0,-106.5,NM
317817,220,1017,35.0,-105.75,NM
317818,220,1018,35.0,-105.5,NM
317819,220,1019,35.0,-105.25,NM
317820,220,1020,35.0,-105.0,NM
317828,220,1028,35.0,-103.0,TX
319209,221,969,34.75,-117.75,CA
319211,221,971,34.75,-117.25,CA
319214,221,974,34.75,-116.5,CA
319217,221,977,34.75,-115.75,CA
319218,221,978,34.75,-115.5,CA
319220,221,980,34.75,-115.0,CA
319221,221,981,34.75,-114.75,CA
319223,221,983,34.75,-114.25,AZ
319238,221,998,34.75,-110.5,AZ
319239,221,999,34.75,-110.25,AZ
319241,221,1001,34.75,-109.75,AZ
319242,221,1002,34.75,-109.5,AZ
319243,221,1003,34.75,-109.25,AZ
319246,221,1006,34.75,-108.5,NM
319250,221,1010,34.75,-107.5,NM
319251,221,1011,34.75,-107.25,NM
319252,221,1012,34.75,-107.0,NM
319257,221,1017,34.75,-105.75,NM
319259,221,1019,34.75,-105.25,NM
320649,222,969,34.5,-117.75,CA
320653,222,973,34.5,-116.75,CA
320654,222,974,34.5,-116.5,CA
320655,222,975,34.5,-116.25,CA
320656,222,976,34.5,-116.0,CA
320657,222,977,34.5,-115.75,CA
320659,222,979,34.5,-115.25,CA
320660,222,980,34.5,-115.0,CA
320661,222,981,34.5,-114.75,CA
320662,222,982,34.5,-114.5,CA
320663,222,983,34.5,-114.25,AZ
320664,222,984,34.5,-114.0,AZ
320665,222,985,34.5,-113.75,AZ
320666,222,986,34.5,-113.5,AZ
320681,222,1001,34.5,-109.75,AZ
320682,222,1002,34.5,-109.5,AZ
320686,222,1006,34.5,-108.5,NM
320687,222,1007,34.5,-108.25,NM
320697,222,1017,34.5,-105.75,NM
320698,222,1018,34.5,-105.5,NM
320699,222,1019,34.5,-105.25,NM
320702,222,1022,34.5,-104.5,NM
322096,223,976,34.25,-116.0,CA
322097,223,977,34.25,-115.75,CA
322098,223,978,34.25,-115.5,CA
322099,223,979,34.25,-115.25,CA
322100,223,980,34.25,-115.0,CA
322101,223,981,34.25,-114.75,CA
322105,223,985,34.25,-113.75,AZ
322106,223,986,34.25,-113.5,AZ
322107,223,987,34.25,-113.25,AZ
322124,223,1004,34.25,-109.0,NM
322125,223,1005,34.25,-108.75,NM
322140,223,1020,34.25,-105.0,NM
323537,224,977,34.0,-115.75,CA
323538,224,978,34.0,-115.5,CA
323539,224,979,34.0,-115.25,CA
323540,224,980,34.0,-115.0,CA
323541,224,981,34.0,-114.75,CA
323569,224,1009,34.0,-107.75,NM
323579,224,1019,34.0,-105.25,NM
323580,224,1020,34.0,-105.0,NM
323581,224,1021,34.0,-104.75,NM
323584,224,1024,34.0,-104.0,NM
324977,225,977,33.75,-115.75,CA
324978,225,978,33.75,-115.5,CA
324980,225,980,33.75,-115.0,CA
325014,225,1014,33.75,-106.5,NM
325015,225,1015,33.75,-106.25,NM
325016,225,1016,33.75,-106.0,NM
325020,225,1020,33.75,-105.0,NM
326416,226,976,33.5,-116.0,CA
326417,226,977,33.5,-115.75,CA
326418,226,978,33.5,-115.5,CA
326419,226,979,33.5,-115.25,CA
326420,226,980,33.5,-115.0,CA
326423,226,983,33.5,-114.25,AZ
326452,226,1012,33.5,-107.0,NM
326453,226,1013,33.5,-106.75,NM
326462,226,1022,33.5,-104.5,NM
326466,226,1026,33.5,-103.5,NM
326473,226,1033,33.5,-101.75,TX
327842,227,962,33.25,-119.5,CA
327856,227,976,33.25,-116.0,CA
327857,227,977,33.25,-115.75,CA
327860,227,980,33.25,-115.0,CA
327863,227,983,33.25,-114.25,AZ
327890,227,1010,33.25,-107.5,NM
327892,227,1012,33.25,-107.0,NM
327895,227,1015,33.25,-106.25,NM
327906,227,1026,33.25,-103.5,NM
329295,228,975,33.0,-116.25,CA
329296,228,976,33.0,-116.0,CA
329297,228,977,33.0,-115.75,CA
329300,228,980,33.0,-115.0,CA
329303,228,983,33.0,-114.25,AZ
329325,228,1005,33.0,-108.75,NM
329333,228,1013,33.0,-106.75,NM
329334,228,1014,33.0,-106.5,NM
329346,228,1026,33.0,-103.5,NM
329347,228,1027,33.0,-103.25,NM
330751,229,991,32.75,-112.25,AZ
330762,229,1002,32.75,-109.5,AZ
330763,229,1003,32.75,-109.25,AZ
330764,229,1004,32.75,-109.0,NM
330775,229,1015,32.75,-106.25,NM
330776,229,1016,32.75,-106.0,NM
330780,229,1020,32.75,-105.0,NM
330786,229,1026,32.75,-103.5,NM
330812,229,1052,32.75,-97.0,TX
332182,230,982,32.5,-114.5,AZ
332184,230,984,32.5,-114.0,AZ
332185,230,985,32.5,-113.75,AZ
332190,230,990,32.5,-112.5,AZ
332191,230,991,32.5,-112.25,AZ
332192,230,992,32.5,-112.0,AZ
332203,230,1003,32.5,-109.25,AZ
332207,230,1007,32.5,-108.25,NM
332208,230,1008,32.5,-108.0,NM
332209,230,1009,32.5,-107.75,NM
332210,230,1010,32.5,-107.5,NM
332225,230,1025,32.5,-103.75,NM
333624,231,984,32.25,-114.0,AZ
333625,231,985,32.25,-113.75,AZ
333626,231,986,32.25,-113.5,AZ
333627,231,987,32.25,-113.25,AZ
333628,231,988,32.25,-113.0,AZ
333629,231,989,32.25,-112.75,AZ
333630,231,990,32.25,-112.5,AZ
333631,231,991,32.25,-112.25,AZ
333632,231,992,32.25,-112.0,AZ
333633,231,993,32.25,-111.75,AZ
333651,231,1011,32.25,-107.25,NM
333659,231,1019,32.25,-105.25,NM
335068,232,988,32.0,-113.0,AZ
335070,232,990,32.0,-112.5,AZ
335071,232,991,32.0,-112.25,AZ
335072,232,992,32.0,-112.0,AZ
335087,232,1007,32.0,-108.25,NM
335088,232,1008,32.0,-108.0,NM
335089,232,1009,32.0,-107.75,NM
335090,232,1010,32.0,-107.5,NM
335092,232,1012,32.0,-107.0,NM
335097,232,1017,32.0,-105.75,NM
335099,232,1019,32.0,-105.25,NM
336511,233,991,31.75,-112.25,AZ
336512,233,992,31.75,-112.0,AZ
336527,233,1007,31.75,-108.25,NM
336536,233,1016,31.75,-106.0,TX
336537,233,1017,31.75,-105.75,TX
336539,233,1019,31.75,-105.25,TX
336542,233,1022,31.75,-104.5,TX
336543,233,1023,31.75,-104.25,TX
336546,233,1026,31.75,-103.5,TX
337977,234,1017,31.5,-105.75,TX
337978,234,1018,31.5,-105.5,TX
337979,234,1019,31.5,-105.25,TX
337980,234,1020,31.5,-105.0,TX
337981,234,1021,31.5,-104.75,TX
337982,234,1022,31.5,-104.5,TX
337983,234,1023,31.5,-104.25,TX
337985,234,1025,31.5,-103.75,TX
339418,235,1018,31.25,-105.5,TX
339419,235,1019,31.25,-105.25,TX
339420,235,1020,31.25,-105.0,TX
339421,235,1021,31.25,-104.75,TX
340860,236,1020,31.0,-105.0,TX
340870,236,1030,31.0,-102.5,TX
340873,236,1033,31.0,-101.75,TX
342301,237,1021,30.75,-104.75,TX
342309,237,1029,30.75,-102.75,TX
345184,239,1024,30.25,-104.0,TX
346628,240,1028,30.0,-103.0,TX
346630,240,1030,30.0,-102.5,TX
346632,240,1032,30.0,-102.0,TX
346633,240,1033,30.0,-101.75,TX
348063,241,1023,29.75,-104.25,TX
348064,241,1024,29.75,-104.0,TX
348065,241,1025,29.75,-103.75,TX
348066,241,1026,29.75,-103.5,TX
348067,241,1027,29.75,-103.25,TX
348068,241,1028,29.75,-103.0,TX
348075,241,1035,29.75,-101.25,TX
349504,242,1024,29.5,-104.0,TX
349505,242,1025,29.5,-103.75,TX
349506,242,1026,29.5,-103.5,TX
349507,242,1027,29.5,-103.25,TX
350945,243,1025,29.25,-103.75,TX
